date,comment,symbol
"7 Dec 22, 08:59","$STAA Meski sempat menembus support di level 1000 tetapi terbentuknya spinning top candle dapat menjadi indikasi berimbangnya kekuatan jual dan beli. Stochastic oscillator yang berada di zona oversold dan mulai menyempit maka ada peluang membentuk goldencross yang menjadi pertanda dari pembalikan trend.

Resisten terdekat yang akan diuji ada di level 1070 setelah itu 1110.

Disclaimer On",STAA
"6 Dec 22, 12:47","MENGIDOLAKAN BOLEH, MENJADI FANATIK JANGAN

*Fanatik sendiri dalam kamu KBBI bisa diartikan sebagai suatu keyakinan untuk meyakini ajaran atau kepercayaan dengan kuat.

Kenapa saya selalu mengingatkan hal yang mungkin terdengar sangat sepele ini?

Warren Buffett, Lo Kheng Hong, Peter Lynch. Mungkin nama nama ini yang sangat familiar di telinga teman teman. Meskipun nama nama tersebut menjadi sumber rujukan dari kebanyakan para investor, tapi taukah anda jika masih banyak nama nama yang tidak disebutkan di atas yang return pengembalian tahunannya lebih besar dari investor kawakan sekelas Warren Buffett sekalipun. Sebut saja Wilmot H. Kidd ( Central Securities Corp) , William Harnisch (Peconic Partners) dan masih banyak nama nama lainnya yang mungkin tidak akan pernah terpikirkan oleh anda.

Meskipun portofolio Willmot Kid dan William Harnisch tidak sebesar portofolio Warren Buffett tapi untuk masalah return investasi kedua investor tsb jangan di tanya lagi.

Kembali lagi ke masalah fanatik. Selama ini mungkin kita sangat bersemangat dan bilang ""Saya ingin seperti Warren Buffett"" dengan mengikuti gaya berinvestasinya (atau mungkin lebih tepat di sebut gaya berinvestasinya Benjamin Graham, guru Warren Buffett) . PBV rendah, PER rendah, ROE tinggi, dll.

Kebijaksanaan Warren Buffett memang patut di acungi jempol. Tapi bagi saya yang selalu jeli dalam melihat hal hal sekecil apapun, saya beberapa kali menemukan inkonsistensi dari pernyataan pernyataan Warren Buffett sendiri. Itu juga saya temukan dari beberapa pernyataan pernyataan Lo Kheng Hong.

Contohnya:

1. Warren Buffett bilang dia sangat membenci kripto , tapi dia berinvestasi di perusahaan Nubank yang notabenenya juga berbisnis di sektor kripto juga ( Baca: )

2. Warren Buffett sangat menyukai dividen dari portofolio investasinya (meskipun Berkshire Hathaway sendiri adalah perusahaan yang sangat pelit membagikan dividen kepada shareholdernya). Meskipun saham Apple nya mengalami peningkatan dari harga sahamnya, tapi kalau di lihat dari rata rata dividen yield per 10 tahunannya , Apple hanya memberikan dividen rata rata sebesar 1,4%. Meskipun ROE Apple termasuk tinggi, tapi jika di compare dengan perusahaan lain sebenarnya masih banyak perusahaan yang returnnya tinggi dan di sertai dividen yield yang tinggi juga.

3. Bagaimana dengan Lo Kheng Hong ? Lo Kheng Hong pernah membuat pernyataan ""Saya Tak Mau Buat Akun Instagram, Tak Mau Punya Follower"" atau ""Jangan Dengar Pompom, Influencer, dan Teman"". Apakah ada yang salah dengan pernyataan tsb. TIDAK SAMA SEKALI. Tapi yang perlu di ingat ada satu nama influencer saham yang paling gencar meng ""HIGHLIGHT"" nama Lo Kheng Hong dengan gaya value investornya (termasuk acara makan makan dll) dan Lo Kheng Hong tidak menolak namanya di pakai untuk hal yang bersifat komersial.

Yang jadi pertanyaannya, apakah kita harus menghindari orang yang inkonsistensi dengan pernyataannya sendiri ? Saya rasa bukan untuk itu tujuan saya menulis ini. Saya pribadi tetap menaruh rasa hormat yang tinggi kepada orang orang seperti pak Lo dan Warren Buffett yang sudah menginspirasi saya untuk menjadi seorang investor.

Yang ingin saya sampaikan adalah "" JANGAN TERLALU FANATIK KEPADA SATU HAL YANG KITA RASA PALING BENAR"" karena hal tersebut bisa saja menjadi tembok penghalang untuk mempelajari ilmu pengetahuan yang baru.

Quotes: "" Setiap manusia tetap memiliki sisi baik yang bisa ikuti dan sisi buruk yang akan menjadi pelajaran berharga untuk generasi berikutnya. ""

Random tag : , , , , (*Bukan rekomendasi untuk membeli atau menjual saham yang disebutkan)",STAA
"6 Dec 22, 07:44","Pergerakan harga CPO sepekan ini akan bergantung pada rilisnya beberapa indikator di pasar. Indikator yang dipantau antara lain rilisnya data ekspor CPO Malaysia untuk periode awal Desember, perkembangan situasi di Indonesia terkait kebijakan ekspor CPO, perkembangan situasi Covid-19 di Tiongkok, dan juga situasi pasar minyak nabati.

Mungkin sentimen ini yang mempengaruhi harga emiten Sawit seperti $STAA dll terkoreksi.

sumber:",STAA
"5 Dec 22, 17:25","potensi peningkatan program mandatori biodiesel yang berjalan saat ini, dan kemungkinan dapat dilakukan pada tahun depan. Untuk dampaknya, hal ini tentu akan menjadi katalis positif bagi harga CPO.

dengan ini sangat memungkinkan staa untuk kembali uptrend
Setelah menembus support di angka 1000
$STAA",STAA
"5 Dec 22, 11:07 · Edited on 5 Dec 22, 11:07","@EkiSutiono $STAA sedang menguji kembali angka support 1000.Apabila bertahan akan kembali naik untuk mencoba menembus resisten terdekat di 1080 dan kemudian 1110 yang relatif berhimpit sebagai area krusial sejauh ini. Sementara stochastic oscillator berpeluang membentuk goldencross kembali mendekati area oversold.
Disclaimer On",STAA
"5 Dec 22, 09:57","$STAA sideway sampe awal tahun $CPO
tinggal tidur dulu aja
$IHSG",STAA
"4 Dec 22, 07:15",$STAA,STAA
"3 Dec 22, 21:29",$STAA ngantri di 964 yah om.. 🙏,STAA
"3 Dec 22, 13:17",$STAA,STAA
"3 Dec 22, 10:42",@talithalatief $STAA senin bakal rebound donk. Mayan senin berkah.,STAA
"2 Dec 22, 14:00",$STAA naik dong jangan muter2 situ aja,STAA
"2 Dec 22, 10:43",$STAA bid beton di 1000 $CPO,STAA
"2 Dec 22, 09:37","Ekonomi Diramal Suram, Tapi Harga CPO Kok Ogah Turun?🌴

Harga komoditas minyak sawit mentah (CPO) naik tipis di sesi awal perdagangan Kamis (01/12/2022), setelah sukses membukukan kenaikan di sepanjang November 2022 sebesar 4,5%.

Harga $STAA masih koreksi,dikasih diskon.
Peluang dapat harga murah nih


link berita:",STAA
"2 Dec 22, 09:27",$STAA masih parkir yoo $IHSG,STAA
"2 Dec 22, 07:14","harga minyak sawit berjanga naik 0,98 persen ke posisi MYR 4.098 per metrik ton. CPO terus menghijau sejak 21 November 2022.

$STAA $TAPG $LSIP gasakkk",STAA
"1 Dec 22, 20:36",$STAA lowest sempat di 1.020 tetapi mengalami perlawanan sehingga ditutup naik ke 1.035 tepat di fibo 0.236 nya. STAA bisa buy on weakness di 1.000 - 1.035 dengan target tedekat di 1.100 - 1.120. SL dulu jika jebol 1.000. Disc. On.,STAA
"1 Dec 22, 19:29","@Anditajaya ah gitu, brhrap $STAA jg windress deh biar naik jg hehe 😬",STAA
"1 Dec 22, 11:42","Yang mau ikut akum ngekor bandar..
buy aja cicil dari harga skrg 125-130



$MKTR 2022-11-17 s/d 2022-11-30

Total Volume : 3.935.337 Lot
Net Volume : 1.171.504 Lot
Net Vol Rasio : 3,36
Average : 130,1

Net MM : 313.526 Lot (4,1 M)
Net Ritel : -430.181 Lot (-5,6 M)

Net Buyer : 22 Broker
Net Seller : 42 Broker

Keterangan MM : Akumulasi Besar
Keterangan Ritel : Penjualan Kuat",STAA
"1 Dec 22, 10:16",Koreksi yang terjadi di saham $STAA mulai terbatas dengan membentuk hammer di hari Rabu (30/11) sehingga ada peluang rebound untuk retest resisten 1110 sekaligus untuk membalikkan arah stochastic oscillator yang sempat membentuk deadcross.,STAA
"1 Dec 22, 07:17","Harga komoditas minyak sawit mentah (CPO) naik di sesi awal perdagangan Rabu (30/11/2022). Artinya harga CPO kembali melanjutkan relinya selama tiga hari beruntun sejak pekan lalu.

$STAA dan emiten Sawit lainnya,berpotensi untuk mengakhiri penurunan nya.

sumber:https://cutt.ly/71Y9sSt",STAA
"1 Dec 22, 00:36","$STAA
Secara valuasi masih tergolong murah. mampu kah STAA kesini dulu ?
https://cutt.ly/51T7nU1",STAA
"30 Nov 22, 19:25","@Karunasankaraa $STAA $LSIP $MGRO $ANJT borong semua aja haha
mmpung masih diobral 😁",STAA
"30 Nov 22, 12:38","@Karunasankaraa kyknya $STAA sm $MGRO menarik hehe 😬
mantau dlu ini",STAA
"30 Nov 22, 07:52","Harga kontrak Crude Palm Oil (CPO)🌴 di Bursa Malaysia Derivatives menguat pada perdagangan Selasa (29/11/2022).

Semoga saham persawitan seperti $STAA dll hari ini bergerak positif 🚀

sumber: https://cutt.ly/b1W5puQ",STAA
"29 Nov 22, 20:38","$LSIP Valuasi murah, terlalu murah bahkan. Harga sekarang, marcap 7,4T, uang kas + deposito total 3,7T alias diskon 50%. belum lagi labanya yg kalau disetahunkan, tahun ini bisa mencapai 1T lebih. Selain itu, perusahaan ini juga tidak memiliki hutang berbunga, dan memiliki histori pembagian dividen sebanyak 20-40% dari labanya. Semoga ada dividen jumbo tahun depan. Hehe..

Yg jadi masalah adalah tanaman sawitnya tua-tua, peyot, sudah keropos awkoawkowa. Bayangkan saja, tanaman yg usianya diatas 20tahun, jumlahnya 40% dari total lahan tertanam sawit. Parah emang nih.. Efeknya ya penurunan produksi CPO dari tahun ke tahun.

Datanya, volume produksi CPO :
tahun 2019 adalah 398 ribu ton.
tahun 2020, 330 ribu ton.
Tahun 2021, 306 ribu ton.
Dan sampai semester I 2022, cuma 127 ribu ton! Ckckck...

Ya otomatis volume penjualan turun juga donk.
Tahun 2019, volume penjualan 417 ribu ton,
tahun 2020, 324 ribu ton,
tahun 2021, 318 ribu ton,
semester I 2022, cuma 108 ribu ton. Waduuhh.....

Dan pukulan terakhirnya, harga CPO global sudah turn 9,7% sepanjang tahun ini, bahkan sudah turun sebesar 40% dari level tertingginya di 7000! Gimana? Suram ngga tuh?

Apa bagusnya nih barang? Untungnya lagi peremajaan, sawit yg tua-tua, katanya mau diremajain lagi, mau diganti yg mulus-mulus, yg sedap dipandang, yg masih kencang. Semoga saja produksi pulih lagi deh.. Kasian yg nyangkut.. Hikz..",STAA
"29 Nov 22, 20:22","$MGRO $PALM $STAA kira"" bgusan mna klo buat longterm??",STAA
"29 Nov 22, 16:09",@Karunasankaraa $STAA secara money flow kurang menarik ngab 😌,STAA
"29 Nov 22, 15:59","$STAA walau jlannya lambat tapi masih potensi buat naik terus, tinggal sabar apa gak",STAA
"29 Nov 22, 07:13","Harga CPO Malaysia sudah hampir memastikan akan mengakhiri Downtrend. Untuk mengawali Uptrend, CPO Malaysia harus Breakout Resistance di MYR4,500 dan memasuki Uptrend menuju MYR5,500.

Saat ini ada SMA 20 sudah di atas SMA 60 dan harga CPO Malaysia pun di atas SMA 60. Hal ini menambah peluang CPO Malaysia untuk Breakout Resistance.

Uptrend-nya CPO Malaysia selain memberikan sentimen positif pada saham sektor CPO ($STAA,$DSNG), saham Retail ($LPPF) dan FMCG ($ICBP) termasuk Auto ($ASII) pun berpotensi mendapat sentimen positif. Hal ini karena kenaikan harga CPO mendorong kenaikan pendapatan petani atau masyarakat di luar Jawa.

Karena itu, Uptrend CPO Malaysia dapat menjadi katalis positif untuk IHSG.

Disclaimer On",STAA
"28 Nov 22, 21:20","Analis memperkirakan harga minyak sawit mentah (CPO), yang telah menguat dalam beberapa minggu terakhir, akan bertahan pada level saat ini dalam waktu dekat akibat faktor musiman, harga yang lebih kompetitif dibandingkan dengan harga minyak kedelai, kinerja ekspor yang baik, ketegangan geopolitik yang sedang berlangsung, dan penghentian sementara pungutan ekspor CPO Indonesia.
Merujuk data dari Bloomberg menunjukkan bahwa harga CPO, yang mencapai level tertinggi RM 6.270 per ton pada bulan April dan bertahan pada level RM 6.000 per ton hingga semester pertama tahun ini sebelum jatuh ke level terendah RM 3.269 per ton pada 29 September lalu, namun kemudian naik kembali 35,61% menjadi RM 4.433 per ton awal minggu ini.

Diungkapkan Kepala Riset CGS-CIMB Securities Malaysia, Ivy Ng Lee Fang harga CPO lebih baik dari level terendah tahun ini, namun harga tidak cukup kuat di semester pertama ketika nilai saham perkebunan menguat akibat harga CPO menguat.

Analis memperkirakan penguatan harga CPO seminggu ini akibat adanya diskon harga minyak sawit, serta munculnya kekhawatiran tentang ketersediaan pasokan CPO. “Banjir di Kalimantan membuat para pengamat khawatir pasokan CPO ke pasar akan terpengaruh. Selain itu, sebelumnya ada kekhawatiran persediaan yang tinggi di Indonesia, tetapi kekhawatiran tersebut tampaknya berkurang karena kebijakan ekspor negara tersebut telah dilonggarkan,” kata Ivy seperti dilansir The Edge Markets.

Indonesia, produsen minyak sawit terbesar di dunia, mulai membebaskan pungutan ekspor minyak sawit diterapkan mulai pertengahan Juli untuk membantu mengurangi kelebihan stok yang terakumulasi setelah larangan ekspor selama tiga minggu pada akhir April, yang dilakukan untuk menstabilkan harga minyak goreng sawit.",STAA
"28 Nov 22, 11:56","KENAPA SAYA TIDAK MENGIKUTI GAYA BERINVESTASI LO KHENG HONG

Selama ini mungkin banyak yang mengidolakan beliau karena gaya berinvestasinya. LKH sendiri di gadang gadang sebagai ""Warren Buffett"" nya Indonesia meskipun saya tidak berfikiran seperti itu.

Saya lebih suka menyebut LKH sebagai pengguna aliran undervaluenya ""Benjamin Graham"" di bandingkan harus menjulukinya ""Warren Buffett""nya Indonesia. LKH mungkin lebih tepat jika di sandingkan dengan Walter J Schloss atau William J. Ruane yang sama sama sebagai penganut gaya berinvestasi 'Benjamin Graham""

Gaya berinvestasi Warren Buffett sendiri sudah banyak sekali yang sudah di kembangkan lebih jauh dengan gaya berinvestasinya Philip Fisher. Tujuan akhir Warren Buffett adalah memiliki saham (100%) perusahaan yang hebat. Selain itu Warren Buffett hanya akan menjual saham perusahaan jika managemennya mempunyai value (integritas) yang salah menurut Warren Buffett.

Bagaimana dengan Lo Kheng Hong? Yang saya tau Lo Kheng Hong belum ada satupun perusahaan yang di akuisisi 100% sahamnya. LKH akan menjual sahamnya jika valuasinya sudah sesuai Book Valuenya tinggi (yang di dasarkan dari rasio PBV dan PER)

Baik, mungkin akan sedikit saya berikan beberapa metode (rasio) yang di gunakan oleh Lo Kheng Hong beserta kelemahan kelemahannya.

Selama ini LKH selalu bilang rasio yang di gunakan adalah PBV rendah , PE Ratio rendah, EPS, ROE, dan yang paling terakhir adalah rasio hutang.

1. Price Book Value (PBV) .Rumus dasarnya Harga Saham (saat ini) : Book Value Per Share. Book Value Per Share sendiri rumusnya (Total Asset - Total Liabilitas)/ Jumlah saham yang beredar. PBV Under Value biasanya harus berada di atas 0 dan di bawah 1. Semakin mendekati angka 0 semakin murah.

Tapi tunggu dulu.

Meskipun PBV rendah menjadi parameter yang sangat mudah di gunakan sebagai penentu under value, anda harus memastikan terlebih dahulu reputasi managemen perusahaannya dan histori nilai ekuitasnya. Jika nilai ekuitasnya dari tahun ke tahun menurun, bisa saja ada yang salah dengan managemennya. Jadi rasio PBV ini wajib memperhatikan rasio rasio kinerja perusahaan lainnya.

2. Price/ Earning Ratio ( PER) . Rumus dasarnya adalah Price (harga saat ini) / Earning Per Share ( EPS) . Karena PER menggunakan paramenter EPS maka pembahasan EPS akan saya jadikan satu di sini. Nilai PER yang bagus biasanya berada di angka 0-10 . Semakin mendekati 0 semakin bagus. Sama dengan PBV , jika nilai nya minus berarti perusahaan sedang mengalami kerugian di waktu itu (sesuai timeframenya)

EPS sendiri semakin besar semakin bagus karena potensi dividennya juga akan besar. Tapi sama dengan yang lain EPS ini juga bisa di katakan sedikit kelemahan. Saat perusahaan melalukan BUY BACK nilai EPS bisa saja meningkat karena saham yang beredar di publik semakin sedikit. Meskipun BUY BACK bagus, itu tidak bisa menjadikannya 100% sebagai acuan.

3. Return on Equity ( ROE) . Rumus dasarnya adalah Net Income / Shareholder Equity. Ini adalah parameter yang selalu di gunakan oleh investor investor besar seperti Warren Buffett. Meskipun begitu ROEmemiliki beberapa kelemahan seperti penggunaan hutang yang di gunakan bisa menyebabkan ROE menjadi tinggi juga. Warren Buffett sendiri menambahkan parameter Return on Capital Employee ( RoCE) sebagai rasio pendukungnya ( untuk mengetahui efisiensi penggunaan hutang) . ROE dan RoCe yang bagus menurut Warren Buffett adalah di atas 15. Sebagai catatan tambahan rasio RoCe hanya bisa di terapkan untuk sektor Non Financial.

4. Debt / Equity Ratio : Ini adalah rasio yang sering banyak di jadikan sebagai bahan pertimbangan bagi kebanyakan investor. Yang jarang di ketahui orang , di dalam dunia bisnis hutang bisa di jadikan sebagai objek pengurang pajak. Beda cerita jika hutang hanya di gunakan untuk membeli motor / mobil secara kredit (sebagai gaya gayaan ) . Rasio ini sangat penting meskipun saya sendiri jarang menggunakan ini sebagai parameter di screener saya.

Jika ada yang bertanya rasio mana saja yang saya pakai dari 4 rasio di atas? Mungkin saya akan menjawab PBV dan PER saja. Saya banyak menggunakan banyak pengembangan pengembangan rasio karena pada dasarnya semua rasio akan saling berhubungan . Untuk saat ini saya hanya menggunakan 6-7 rasio sebagai fundamentalnya dan 4-5 indikator sebagai teknikalnya (pembahasan indikator teknikal mungkin akan saya tulis di posting di post lain)

Misalnya saja rasio PE Ratio. Rasio ini menggunakan rasio EPS sehingga saya tidak perlu menambahkan rasio EPS di dalam screener saya.

Selain itu sebenarnya banyak rasio rasio yang hanya di bolak balik dalam penamaannya. Misalnya rasio EARNING YIELD . Rumus nya hanya membalik parameter PE dan di kalikan 100%=> ( EPS/Price)*100%.

Dan masih banyak contoh lainnya.

Belajar hal hal kecil seperti ini mungkin akan membutuhkan effort yang besar terutama yang masih dalam tahap belajar. Tapi dengan begitu, anda bisa saja menjadi seorang billionaire dalam 20-30 tahun kedepan. Jika pun usia anda tidak mencukupi, setidaknya generasi kedua dan generasi ketiga anda tidak akan mengalami kesulitan seperti anda yang sekarang.

Pilihan ada di tangan kita masing masing. Jika pun kita tidak mau belajar untuk mendapatkannya, mungkin kedepannya yang bisa kita lihat adalah hegemoni hegemoni "" TAIPAN CHINA"" yang sampai saat ini bisnisnya sudah hampir 100% menguasai market di Indonesia dan Asia Tenggara.

Sedangkan, kita hanya akan disuguhkan dengan tontonan "" AZAB "" atau "" JODOH WASIAT BAPAK"" dengan adegan ""POCONG"" yang bisa joget joget .

Random tag : , , , , ( *bukan rekomendasi untuk membeli atau menjual saham saham yang di sebutkan)",STAA
"28 Nov 22, 08:51","🌴🌴
Harga komoditas minyak sawit mentah (crude palm oil/CPO) melonjak pada pekan ini setelah ekspor CPO Malaysia dilaporkan meningkat. Penguatan harga CPO juga terbilang luar biasa mengingat banyaknya sentimen negatif, terutama penguatan ringgit Malaysia setelah terpilihnya Anwar Ibrahim sebagai Perdana Menteri (PM) Malaysia.

Potensi saham sawit seperti $STAA dll bakal jalan Minggu ini.

Random tag:

sumber:",STAA
"26 Nov 22, 21:42",sleeping investor dek $STAA $PNIN,STAA
"26 Nov 22, 11:18","Mungkin benar juga ya,info berita online, penyebab harga beberapa emiten Sawit dan rokok mengalami penurunan sebulan terakhir ini,seperti $HMSP $STAA $AALI $WIIM

link berita: https://cutt.ly/c1sp46F",STAA
"26 Nov 22, 10:48 · Edited on 26 Nov 22, 10:49","Harga kontrak Crude Palm Oil (CPO) di Bursa Malaysia Derivatives berakhir positif pada perdagangan Jumat (25/11/2022). Berbalik arah dari kerugian yang terjadi pada perdagagan Kamis (24/11/2022).

Mungkin berita ini yang menjadikan booster kenaikan harga saham sawit seperti $STAA $AALI dll di hari Jumat kemarin.
Semoga lanjut di Senin besok

sumber:https://cutt.ly/I1stHni",STAA
"26 Nov 22, 00:39",$STAA Price Action Break,STAA
"25 Nov 22, 22:39","$STAA pada closing hari ini ditutup di 1.070
Jika tarik garis dengan fibonnaci, target terdekat di 1.095. Apabila tembus dr golden ratio nya ini, berpeluang lanjutkan penguatan ke level 1100-1120, target dari fibo retracement 78,6%",STAA
"24 Nov 22, 22:29","$STAA udah mulai rebound naik ke 1.110 dulu besok
smoga 🙏",STAA
"24 Nov 22, 15:26",$STAA closing cakep 👍,STAA
"24 Nov 22, 10:16 · Edited on 24 Nov 22, 10:17",@profindoresearch $STAA hari ini Open=Low.ada potensi pembalikan arah Support kuat nya di 1.000. Disclaimer On,STAA
"24 Nov 22, 10:16","Akhirnya $STAA mulai ijo lagi.
Lumayan kemarin udah BoW.",STAA
"24 Nov 22, 08:55","Trading Idea : $STAA

Buy
Target Price 1100
Stoploss <1005

disc on",STAA
"24 Nov 22, 08:33","$STAA cocokny di 200an , kbykn antek bandar pom2 ni saham berbahaya",STAA
"24 Nov 22, 07:35","Produktivitas sawit sebagai minyak nabati belum bisa digantikan oleh minyak nabati dari jenis tanaman lain. Hingga tahun depan, minyak sawit masih akan mendominasi.🌴

Yang pegang saham emiten Sawit seperti $STAA bakal panen cuan nih💰

sumber:
https://cutt.ly/rM6mFTT",STAA
"24 Nov 22, 05:13","Naaah, 5 akun klonengan udah masuk perangkap, semuanya akun baru, tujuannya cuma pompom $STAA, cek aja profilnya satu satu.

Ga masalah sih mau naik berapa hari ini, Ingat di setiap penurunan pasti ada pullback, dead cat bounce, habis itu nyungsep lagi lebih dalam. Jangan sampai nyangkut gess...

tag kawan ritel $AALI $LSIP $DSNG",STAA
"23 Nov 22, 22:59","$STAA bandar lg TP, dr IPO blm dpt cuan.",STAA
"23 Nov 22, 21:18",@SF2019 Walah ngimpi apa ya. Harga IPO $STAA aja di 600.,STAA
"23 Nov 22, 21:10","@talithalatief Hmmm bisa jadi ini. Udahlah, TP $STAA pkknya di 1400 minimal",STAA
"23 Nov 22, 16:31 · Edited on 23 Nov 22, 16:31","$STAA balik hijau lagi,semoga lanjut besok",STAA
