comments,date,symbol
Penunjukan/Perubahan Kantor Akuntan Publik dan/atau Akuntan Publik [FISH],"2 Nov 22, 10:50",FISH
"$FISH Peroleh Fasilitas Kredit ~Rp150 M

FKS Multi Agro memperoleh fasilitas kredit berupa demand loan sampai dengan 150 miliar rupiah dari Bank Shinhan Indonesia. Pinjaman ini memiliki tenor 12 bulan. Fasilitas ini akan digunakan untuk pembiayaan modal kerja, dengan jaminan fidusia atas persediaan barang sebesar 100% dari nilai fasilitas kredit.

Simak Stockbit Snips selengkapnya di sini:
http://bit.ly/3SGDE4V","28 Oct 22, 18:42",FISH
"Tambah Modal Kerja, FKS Multi Agro (FISH) Raih Pembiayaan dari Shinhan Indonesia
EmitenNews.com—PT FKS Multi Agro Tbk (FISH) pada tanggal 26 Oktober 2022 menandatangani perjanjian kredit dengan PT Bank Shinhan Indonesia. Bank asal China ini memberikan fasilitas kredit sampai dengan Rp150 miliar dengan jangka waktu 12 bulan. Dana yang didapatkan digunakan untuk tambahan modal k...","28 Oct 22, 08:41",FISH
"FKS Multi Agro secures facility of IDR 150 billion from Bank Shinhan Indonesia
FISH - PT. FKS Multi Agro Tbk Rp 6.875 +400 (+5,82%) More Info! JAKARTA. PT FKS Multi Agro Tbk (FISH) recently signed a credit facility agreement worth IDR 150 billion with PT Bank Shinhan Indonesia. Sofia Ridmarini, Corporate Secretary of FISH, mentioned that this credit facility is categoris...","27 Oct 22, 22:40",FISH
Laporan Informasi atau Fakta Material Penandatanganan Perjanjian Pemberian Fasilitas Kredit [FISH],"27 Oct 22, 15:30",FISH
Laporan Informasi atau Fakta Material Pengunduran Diri Direksi [FISH],"26 Oct 22, 21:10",FISH
"$ASHA sebetulnya isu sustainable fishing kolaborasi dengan (teknologi) Norway - welfare state, sangat menarik. Seiring isu potensi krisis pangan.

$IHSG $FISH $SKBM $PMMP","26 Oct 22, 12:20",FISH
"jadi selama ini $IKAN $CPRO $FISH diam diam melakukan pengayaan uranium ya, dasar antek Atlantis!!","15 Oct 22, 11:17",FISH
"#OOT $BUMI jgn sampai kau merah lg, cukup ikan ku yg merah 🙏

#otw1000
#kawal_sampai_1000 🤭

colek $FISH $ARNA $ASHA","13 Oct 22, 12:26",FISH
Laporan Bulanan Registrasi Pemegang Efek [FISH],"5 Oct 22, 09:10",FISH
"MY HIDDEN GEM FINALLY REVEALED

Ok sesuai janji, saya akan spill emiten yang saya paling yakin merupakan hidden gem. Setelah mendapatkan multibagger di emiten coal seperti ABMM dan ADRO, saya mulai switching sebagian ke sektor yang saya rasa bisa menjadi core stock (yang bisa saya hold lama dan potensi memberikan puluhan bagger bahkan 100 bagger, contoh : coca cola yang tidak pernah dilepas Warren Buffet). Sektor apakah itu? YA! Benar! Sektor CONSUMER!

Untuk mendapat basic idea tentang hold lama pasti aman bisa dibaca di tulisan saya yang ini

Oke, kembali ke laptop. Saat ini bagi saya, konsumer itu akan berjaya kembali setelah masa pandemi selesai. Dan pembaca saya pasti tau kalau saya suka dengan saham turnaround, saya banyak membaca dan banyak berdiskusi dengan beberapa org hebat yang punya pengalaman panjang di bursa. jadi manakah yang akan menjadi pemenang di hati saya???? Jawabannya adalah

Oke kita mulai dulu dari sejarah AISA, saya sempat merangkum beberapa kejadian yang cukup signifikan di emiten ini.

AISA dulunya bernama PT Tiga Pilar (berdiri tahun 1992), merupakan perusahaan konsumer goods yang memproduksi bihun dan mie kering. Kemudian mereka melakukan BACKDOOR LISTING dengan mengakuisisi PT ASIA INTI SELERA(namanya lebih nyambung dengan emiten AISA ya 😁)

Pada tahun 2008, AISA menggelar right issue dan menggunakan dananya untuk akuisisi beberapa perusahaan yaitu
- permen GULAS (2008)
- merk TARO (diakuisisi dari unilever tahun 2011)
- 3 perisahaan beras
- 5 perkebunan kelapa sawit (salah satunya adalah pembelian saham Golden Plantation GOLL)
- pabrik pengolahan sawit
Dan masih banyak lagi

Semua investasi dibiayai dengan penerbitan obligasi, hutang bank, right issue, dan private placement kepada perusahaan investasi terkenal.

Pada tahun 2012, AISA masuk ke bisnis beras lewat PT Dunia Pangan. dalam 2 tahun 58% pendapatan merupakan revenue dari bisnis beras ini. Nilai aset meningkat pesat dari Q1 2012 sebanyak 3,5T menjadi 9,3T di Q4 2016. Euphoria optimisme mulai muncul dan banyak investor merasa AISA akan menjadi perusahaan consumer terintegrasi terbesar di Indo yang dapat menyaingi .

Terkadang perkembang terlalu pesat akan memancing perusahaan untuk melakukan DIVERSIFICATION usaha atau malah DI-WORSE-FICATION atau memperburuk karena merambah ke usaha yang bukan kompetensinya (Untuk lebih detail bisa dibaca di buku ONE UP ON WALL STREET Peter Lynch)

Di tahun 2016 mulai timbul kasus yang kurang mengenakan yaitu AISA menjual saham GOLL kepada PT JOM PRAWARSA (ingat baik2 nama ini) sebanyak Rp 521M yang setelah dicaritau ternyata punya ownernya AISA. Tetapi perusahaan AISA tidak menerima tunai melainkan masuk ke PIUTANG. Tujuannya apa? Ternyata setelah kita caritau, pada tahun 2016, harga sawit lagi jatuh2nya sehingga GOLL membukukan kerugian. Nah, jadi bagian yang rugi dikeluarkan untuk membuat LK AISA tetap kelihatan profitable.

pada tahun 2017, terjadi sidak ke pabrik beras AISA dan ditemukan beras subsidi. Kejadian ini cukup menghebohkan, masuk berita dengan beras oplosannya. Intinya perusahaan AISA membeli beras subsidi dan rebranding dan dijual kembali dengan harga premium. Ternyata setelah dikulik lebih dalam, pabrik beras malah rugi terus. Disini owner AISA ingin melakukan jurus yang sama lagi yaitu menjual PT Indo beras unggul ke PT JOM PRAWARSA (eh ketemu lagi sama PT ini 😂) dengan piutang lagi.

Kemudian AISA ingin menerbitkan SUKUK dan OBLIGASI senilai 2,1T dengan jaminan aset PT Indo Beras Unggul. Tapi tentu saja harus RUPO untuk persetujuan pemegang obligasi (yg pinjemin duit) dan hasilnya tentu saja ditolak mentah2 karena semua uda tau jurusnya dia, nanti dijual pake piutang lagi, ga ada duitnya 😤

Dari kejadian di atas, semua kepercayaan investor sudah hilang, harganya sahamnya longsor dari 1500an menjadi 168 dan akhirnya disuspend

Pada tahun 2018 terjadi kudeta yaitu pemecatan mogoginta sampe teriak2 di auditorium BEI, kata pak mogoginta ""KOMISARIS UTAMA SAYA DITEKAN OLEH BAPAK JAKA PRASETYA"" (kayak di film2 korea, ternyata banyak yg based on true story ya 🙄)

Kemudian dengan arahan direksi baru, pada laporan keuangan 2017, AISA tidak mengkonsolidasi pabrik beras dan saham golden plantation lagi di laporan keuangan sehingga dicatatkan kerugian sebesar 5,23 TRILYUN!! Equity minus 3,3T!!

Kemudian tahun 2018 perusahaan sukses restrukturisasi hutang2nya lewat PKPU, menjual anak2 usaha yang tidak produktif, istilahnya bersih2 lah, lupakan masa lalu dan menatap masa depan.

Kemudian terlihat ada investor besar yang tertarik dengan AISA yaitu FKS group. Siapakah FKS group ini? FKS group adalah perusahaan food dan agriculture di Asia Tenggara yang sudah beroperasi selama 40 tahun dan mempunyai kantor di Singapore dan Indonesia. FKS mempunyai usaha dari hulu ke hilir yang sangat lengkap yaitu
1. Bahan mentah (gandum, jagung, pagi, gula, dll) di bawah PT ENERFO
2. Logistic untuk memindahkan bahan baku ke pabrik yaitu OMEGRA dan FKS LOGISTIC
3. Pabrik pengolahan setengah jadi yaitu tepung BUNGASARI, Tereos FKS, TENE, PFN
4. Pabrik pengolahan menjadi barang jadi yaitu BUNGASARI, AISA, dsn TEREOS
5. Distribusi yaitu FKS pangan Nusantara

Kenapa mereka tertarik untuk akuisisi AISA? Karena mereka sudah sangat lengkap usaha hulunya, mereka perlu 1 usaha yang bisa langsung ke customer (hilir) akhirnya diputuskan AISA karena mempunyai beberapa brand yang sudah dikenal masyarakat (taro, bihunku)

Jadi disini kita sepakat ya FKS itu grup konglomerasi yang sangat besar 🤑

Pada 27 feb 2020 dirut (hengky koestanto) turun, diganti dirut baru LIM AUN SENG. Beliau adalah mantan direktur utama dan berhasil melakukan turnaround pada saham itu sampe sesukses sekarang, jadi istilahnya beliau sudah punya banyak pengalaman bagusin perusahaan sakit. Komisaris baru juga ditunjuk yaitu ITO SUMARDI mantan kabareskrim polri 2009-2011
Catatan : FISH juga diakuisisi oleh FKS group dan menjadi bagian dari ekosistem FKS

Maret 2020 FKS beli 1,57 milyar lembar saham dari private placement sampe memiliki total 4,78 milyar lembar, terakhir tercatat 5,29 milyar lembar yaitu 56,84%

PT asta askara sentosa punya 1,4 milyar lembar yaitu 15,48% dan ternyata PT ini 99,4% milik PT PSI yaitu FKS group lagi

Anda bisa melihat pada LK q4 atau tahunan 2020, aisa membukukan profit sebesar 1,2Trilyun, darimana? Padahal omsetnya aja kecil. Setelah dicaritau ternyata PT FKS melakukan negosiasi dengan seluruh debitur agar bisa membayar dengan diskon. Intinya kalau mau gue akuisisi dan bayar, harus kasi keringanan. Kalau ga, gw ga jadi akuisisi nih, lu jg ga bs dpt duit hutang sama sekali kalau company ini dinyatakan pailit. Akhirnya dapat jalan tengah dan perusahaan mendapat diskon sebesar 1,2T. Awal yang bagus walaupun PR masih banyak

26 feb 2021 PT tiga pilar ganti nama jadi PT FKS food sejahtera untuk kasi nuansa baru dan menghilangkan image buruk dari managemen terdahulu.

13 mei 2022 PT asta askara sentosa beli lagi 8,7% saham!!!! (Ada apa ini)

21 juni 2022 AISA dpt pinjaman 3,6 trilyun, tapi jaminan akan berasal dari AISA dan beberapa perusahaan afiliasi yaitu FKS group. Pinjaman akan berasal dari beberapa bank besar termasuk BNI dan BCA. Anda bisa bayangkan grup induk berani memberikan jaminan untuk perusahaan yang baru mereka akuisisi, artinya mereka punya keyakinan dan rencana besar untuk AISA

23 juni 2022 lunasi seluruh hutang obligasi dan sukuk di harga 25%

Saya sertakan data insider dari stockbit dimana psp aisa melakukan pembelian terus2an sejak 13 mei 2022 sampai 23 sept 2022 masih juga beli. Artinya apa? Pengendali sangat yakin sekali bisa naik tinggi. Rencana apa yang akan dilakukan? Saya tidak tau, yang jelas THIS WILL BE HUGE!!

Cukup dulu untuk background story kali ini karena sudah sangat panjang, nanti part 2 akan kita coba analisa sales, revenue, debt, GPM, dan NPM dari AISA

Saya sebenarnya mau sharing setelah analisa LK Q3, hanya saja kemarin ada volume pembelian yang cukup besar dan harga mulai naik sedikit, saya tidak mau nanti pembaca yang tunggu2in dan sudah DM ketinggalan kereta, jadi saya share dulu sekarang.

Keputusan beli tetap di tangan masing2, tapi yang jelas saya sendiri sudah akumulasi sampai 50% porto. Good luck and happy investing!


Semoga tulisan ini bermanfaat!
Random tag


.
.
.

Semua yg saya share itu adalah hasil research pribadi. Tetap harus DYOR untuk mendapatkan conviction sendiri. Kalau ketinggalan kereta gpp, nanti saya akan terus mencari hidden gem versi saya dan akan share info2nya buat referensi teman2. Salam Cuan Bagger!!!","1 Oct 22, 14:10",FISH
"Grup FKS Terima Pinjaman Sindikasi Dari $BBNI dan $BBCA

FKS Food Sejahtera ($AISA) bersama beberapa pihak afiliasinya, termasuk FKS Multi Agro ($FISH), menandatangani fasilitas pinjaman sindikasi dari Bank Negara Indonesia ($BBNI) dan Bank Central Asia ($BBCA). Pinjaman ini terdiri dari 190 juta dolar AS (~2,8 triliun rupiah) dan 1,9 miliar rupiah (dapat ditingkatkan hingga 100 juta dolar AS atau ~1,4 triliun rupiah).

Simak Stockbit Snips selengkapnya di sini:","7 Sep 22, 19:53",FISH
"*Bank Mandiri ($BMRI), telah berkontribusi 20,7% dari total kredit hijau, (+)*
•  BMRI telah berkontribusi 20,7% dari total kredit hijau di Tanah Air. Realisasi tersebut menegaskan komitmen perseroan untuk menciptakan green economy.
•  Hingga kuartal II 2022 Bank Mandiri telah menyalurkan pembiayaan berkelanjutan sebesar Rp226 triliun atau sekitar 25% dari total kredit Bank Mandiri, antara lain pembiayaan kepada sektor energi terbarukan, pengelolaan SDA berkelanjutan, dan transportasi ramah lingkungan. BMRI ini juga telah mengembangkan serangkaian sustainable product seperti sustainable bond sebesar US$ 300 juta, ESG repo sebesar US$ 500 Juta, serta retail consumer loan untuk pembelian mobil listrik dan solar panel.   

*BFI Finance Indonesia (), membidik pertumbuhan aset di kisaran 20% yoy, (+)*
•  BFIN optimis peforma bisnisnya akan tetap tumbuh positif. Perseroan bahkan menyakini pencapaian laba akan melampaui periode pra pandemi. Perseroan kenaikan harga BBM tidak akan terlalu berdampak besar pada kinerja perseroan.
•  Hingga akhir tahun 2022, BFI Finance membidik pertumbuhan aset di kisaran 20% yoy, dan dari sisi laba juga tren di Juni 2022 di kisaran sama.

* FKS Multi Agro (), dapat pinjaman dari BBNI dan BBCA, (+)*
•  Grup FKS meraih faslitas kredit senilai USD190 juta dan Rp1,901 triliun yang dapat ditingkatkan sampai dengan USD100 juta dari sindikasi perbankan yang dipimpin oleh PT Bank Negara Indonesia Tbk (BBNI) dan PT Bank Central Asia Tbk (BBCA)..
•  Adapun penerima pinjaman sindikasi perbankan tahun 2022 ini  dari Grup FKS ini terdiri dari FKS Food Agri Pte Ltd , FKS Food Ingredients, PT Tene Capital  dan PT FKS Multi Agro Tbk (FISH).  dan PT FKS Food Sejahtera Tbk (AISA). Pinjaman ini akan digunakan untuk membayar pinjaman sindikasi tahun 2020 dan modal kerja serta belanja modal anak usaha,

*Link Net (), laba bersih turun 70% menjadi Rp142 miliar dari Rp471 miliar, (-)*
•  LINK tercatat membukukan pendapatan Rp2,1 triliun pada semester I 2022. Pendapatan ini turun 2,14% dibandingkan periode yang sama tahun lalu sebesar Rp2,15 triliun. Pendapatan perseroan yang ditopang oleh broadband internet dan jaringan, televisi kabel, dan lain-lain pada semester I 2022. Pendapatan dari broadband internet dan jaringan perseroan tercatat sebesar Rp1 triliun di semester I 2022. Sementara itu, pendapatan dari televisi kabel sebesar Rp996,7 miliar, dan pendapatan lain-lain sebesar Rp107 miliar sepanjang enam bulan pertama 2022.
•  Meski pendapatan turun, laba kotor perseroan naik 0,62% yoy menjadi Rp1,72 triliun, dari Rp1,71 triliun. Sekalipun laba bruto naik, laba tahun berjalan yang dapat diatribusikan ke pemilik entitas induk perseroan anjlok menjadi Rp142 miliar, dari Rp471 miliar yoy. Laba bersih perseroan ini turun 70% yoy.

*Sumber Global Energy (), meningkatkan modal dasar jadi Rp600 miliar, (+)*
•  SGER bakal meningkatkan modal dasar perseroan. SGER sudah mendapat persetujuan pemegang saham untuk meningkatkan modal dasar jadi Rp600 miliar..
•  Kesepakatan itu telah direstui dalam Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) pada 31 Agustus 2022 mencapai Rp600 miliar dari semula sebesar Rp200 miliar.

*Krida Jaringan Nusantara (KJEN), mengalami penurunan rugi bersih sebesar 21,73%,  (-)*
•  Pendapatan bersih Perseroan selama enam bulan pertama 2022 turun tipis 0,29% menjadi Rp 4,537 miliar dibandingkan di periode yang sama pada 2021 sebesar Rp 4,550 miliar. Pihak perusahaan mengatakan, pengurangan tenaga kerja yang dilakukan sebelumnya membuat perseroan kesulitan menaikkan pendapatan. Kondisi ini diperparah tren bisnis utama Perseroan yakni bidang pengiriman dokumen juga akan terus menurun sebagai imbas dari banyaknya dokumen yang kini sudah berganti menjadi dokumen elektronik.
•  Perseroan mengalami penurunan rugi bersih sebesar 21,73% pada semester pertama 2022 menjadi tinggal Rp 466,373 juta dibandingkan periode yang sama pada 2021 sebesar Rp 595,864 juta.

Disclaimer : ON","7 Sep 22, 10:46",FISH
"News Update
👉 IHSG ditutup menguat tipis 0,01% ke posisi 7,233 asing catatkan Net Buy Rp 549,788 Miliar.
👉 Rupiah menguat 0,1% ke level Rp 14,885/USD pada penutupan pasar hari ini.
👉 Harga Batubara tembus tertinggi sepanjang sejarah, Emiten Batubara sudah melejit 2 hari.
👉 Harga Emas Antam naik ke posisi Rp 955rb/gram gara-gara koreksi Dolar AS.
👉 Bisnis Syariah di Aceh dapat karpet merah, $BRIS investasi gedung 10 lantai.
👉 $FISH meraih pinjaman sindikasi senilai Rp 1,9T
👉 menunjuk Wim Maris sebagai CEO menggantikan Eliot J. Dickson.
👉 BEI mencermati Pola Transaksi saham dan terkait dengan UMA.","6 Sep 22, 16:09",FISH
Laporan Bulanan Registrasi Pemegang Efek [FISH],"6 Sep 22, 15:10",FISH
,,FISH
"📝 HASIL UJI ANALISA (D4) 📝

15 Desember 2022

Hasil Sesi 1.

Terus belajar dan berproses dari aktifitas trading setiap hari.

Semoga cuan konsisten seperti teman-teman stockbitor lainnya.
🙏

Random Tag :


#SebatasJurnal
#BukanRekomendasi","15 Dec 22, 16:12",PSGO
"$IHSG
buy $PSGO","12 Dec 22, 09:36",PSGO
Laporan Bulanan Registrasi Pemegang Efek [PSGO],"6 Dec 22, 19:30",PSGO
Laporan Bulanan Registrasi Pemegang Efek [PSGO],"8 Nov 22, 12:50",PSGO
"Auto Rejection Bawah: 3 Nov 2022 (11 saham)
$IHSG
$SKRN -6,89%
$UFOE -6,78%
$PSGO -6,71%
$SINI -6,54%
Historikal ARA & ARB: https://cutt.ly/ENG5kGn","3 Nov 22, 16:53",PSGO
"$PSGO

Cicil","2 Nov 22, 09:06",PSGO
