,date,comment,symbol
12,"12 Dec 22, 18:37","$ICBP merangkak 250 seiring penguatan IHSG hari ini, masa depan sungguh ada dan harapan tidak akan hilang 💪",ICBP
13,"12 Dec 22, 16:27",$ICBP sudah bangun dari tidur,ICBP
14,"12 Dec 22, 08:56","Rekomendasi Saham BBCA, BBRI, ICBP dan MAPI oleh Indopremier Sekuritas | 12 Desember 2022
Indopremier Sekuritas12 Desember 2022IHSG (6.660 – 6.770) : Indeks diprediksi akan bergerak melemah. Target pelemahan indeks pada level 6.660 kemudian 6.605 dengan resist di level 6.770 kemudian 6.825.BBCA (Buy): Target kenaikan harga pada level 8.675 kemudian 8.775 dengan support di level 8.475 c...",ICBP
15,"12 Dec 22, 08:40","IHSG Hari Ini Sulit Bangkit, Cek Saham BBRI, ICBP, hingga AKRA
Indeks Harga Saham Gabungan (IHSG) berpeluang mengalami penurunan pada perdagangan Senin (12/12). Namun, sejumlah saham mendapatkan rekomendasi beli lantaran berpotensi mencetak cuan. Head of Technical Analyst Research BNI Sekuritas Andri Zakarias Siregar mengatakan, IHSG masih dalam trend bearish...",ICBP
16,"11 Dec 22, 08:38","@nofaketoys selesai bangun plant canggih 1, mereka bangun plant canggih 2, wak. gitu terus karena perusahaan (atau orang) yang ga berkembang ya ketinggalan. saya yakin R&D $ICBP juga ga tidur doang setelah buat resep indomie goreng, soto, kari & kaldu ayam makanya kita punya rasa rendang, cakalang, ayam pop & indomie keriting 😉😋",ICBP
17,"11 Dec 22, 07:36","$IHSG biasa pasar rebound setelah FOMC Meeting tunggu aja tgl 14 desember semoga optimisme pasar kembali.
$BBCA $BOSS $ICBP $ERAA",ICBP
18,"11 Dec 22, 05:24","Harga Kontainer Back To Normal

Indeks kontainer Shanghai mulai menunjukkan bahwa biaya pengiriman kontainer mulai mendekati level normal.

Di 6 Juli 2022 yang lalu saya sempat bertanya-tanya kapan siklus kontainer ini akan kembali normal ke kisaran harga 2000-3000 dollar/TEU. Mahalnya kontainer menyiksa banyak orang.
https://cutt.ly/u0oEjj2

Ternyata beberapa bulan kemudian, malah sudah turun <1500 dollar/TEU.

Pantas saja Maersk enggan menambah armada baru ketika puncak harga kontainer kemarin. Itu karena manajemen merasa bahwa siklus kontainer mahal ini tidak akan bertahan lama.


Yang diuntungkan dari penurunan harga kontainer adalah perusahaan manufaktur dan konsumer seperti .

Turunnya harga kontainer bisa menurunkan beban pengiriman dan logistik mereka. Bisa cek di LK mereka berapa biaya pengiriman di tiap kuartal.



Disclaimer:",ICBP
19,"10 Dec 22, 19:10","Topic: Stronghold Fund KMDS Research Discussion
Time: Dec 10, 2022 08:00 PM Jakarta

Join Zoom Meeting

Meeting ID: 407 756 8397
Passcode: stronghold

$KMDS $INDF $ICBP $MEDC $PTBA",ICBP
20,"9 Dec 22, 17:47 · Edited on 9 Dec 22, 17:52","$KMDS $IHSG $ICBP $UNVR $ADRO

Besok saya akan adakan zoom meeting perihal KMDS

Why KMDS ?

1. Sektor F&B secara outlook pertumbuhanya luar biasa beberapa tahun ini
2. Valuasi KMDS sangat menarik dengan business prospectnya
3. Hubungan KMDS dan BOBA
4. Simple Business
5. Small Cap !!!!

Bagi mereka yang mau join bisa klik zoom link besok hari sabtu jam 8 malam

Topic: Stronghold Fund KMDS Research Discussion
Time: Dec 10, 2022 08:00 PM Jakarta

Join Zoom Meeting



Meeting ID: 407 756 8397
Passcode: stronghold",ICBP
21,"9 Dec 22, 16:40",Laporan Bulanan Registrasi Pemegang Efek [ICBP],ICBP
22,"9 Dec 22, 15:06","@JS999 gw juga mau nuntut $ICBP mie soto gw g ada trauma makan mie soto,sekarang lebih milih makan mie goreng rendang",ICBP
23,"9 Dec 22, 14:57",@JS999 makan Indomie lah ; biar $ICBP naik ..:),ICBP
24,"9 Dec 22, 09:59","Iya itulah, bukan hanya di Indonesia Pak. hampir disetiap negara kalau boleh transportasi itu gratis. kalau indomie di naikin belum tentu ada yg demo, coba itu biaya aplikasi dinaikin jadi 3000 aja sekarang. segera dipanggil management ke gedung DPR pak. $GOTO $ICBP",ICBP
25,"9 Dec 22, 08:56","iya om, ini balik lagi ke mood publik dan kepentingan masing2 orang mau belanja dimana.
hanya saja *saya tdk setuju* bila $ACES dipojokan/dibandingkan ttg HARGA terhadap yg bukan levelnya atau tujuannya.
seperti purchasing apakah mungkin belanja interior ditempat $ACES ? (BISA saja, tp ya itu balik ke kepentingan masing2).
kalau om bandingkan dengan Mitra**10 , maka apakah om/tante beli INDOMIE GORENG $ICBP di pasar tradisional atau malah belanja di alfamart $AMRT ?
Siapa coba yang tidak belanja di $AMRT, padahal tahu kalo barang2nya tergolong cukup mahal? coba kalo belanja di alfa Midi, alfa express mungkin lebih premium lagi.
MAHAL barang2 di alfamart (tp ya ada murahnya juga, diskon lagi spt yg dilakuin ), tapi tetap survive dan tetap ada yg belanja.
semua balik lagi ke STRATEGI MANAJEMEN terhadap SALES.",ICBP
26,"9 Dec 22, 08:55","Tertekan Akibat Harga Bahan Baku, Potensi Cuan Saham Indofood CBP (ICBP) Tetap Tinggi
JAKARTA, PT Indofood CBP Sukses Makmur Tbk (ICBP) menghadapi tantangan berat atas peningkatan harga bahan baku yang diprediksi memicu penurunan laba bersih tahun ini. Sedangkan tahun depan diproyeksikan pertumbuhan kinerja keuangan cenderung melesat.Baca juga: Laba Bersih Indofood CBP (ICBP) Turun, ...",ICBP
27,"9 Dec 22, 07:19","@KorneliusNelson Iya bnyk jg yg kyk gini nih.. Lebih milih anak usahanya $LSIP, jadi induk usahanya $SIMP kurang peminat. Mirip"" BMTR $MNCN dan $INDF $ICBP",ICBP
28,"8 Dec 22, 20:20","@OmPonkz Sebenarnya bukan makan duit investor sih (tapi saya ngerti maksud bro OmPonks), kalo kita melihat secara fair, sebenarnya sangat gampang di mengerti kenapa $GOTO (dan kawan2 seperti $BUKA, Shopee, dll) harus bakar2 uang, ujung2nya ya sekitaran:

-kompetisi
-perebutan market share ampe ada yg mati karna ga sanggup bakar uang lgi (atau at least sisa dikit pemain di E-commerce)
-Focus on growth

Jadi ""ga pure"" seolah2 management bener2 mo rampok uang investor kok😅

Masalahnya juga berada di holder (dan kawan2) yang memilih untuk masuk ke emiten2 tersebut tanpa mengerti roadmap perusahaan sebenarnya gimana, trs kinerja sesungguhnya gimana, dan sebagainya, padahal kalo jujur saja, dengan data yg ada sudah sangatlah cukup untuk melihat seberapa menarik risk and reward dari (dan kawan2), dan sayangnya untuk saya pribadi, saya kurang tertarik

Note: Menurut saya, apabila seseorang memutuskan untuk masuk ke emiten seperti , maka sudah harus punya mindset long term investing, lets say +10 tahun lebih (dan bahkan lebih dari angka segitu), tapi sayangnya lagi... sangat di sayangkan kalaupun uda hold hingga +10 tahun lebih, tidak ada jaminan investasinya untung (kita omongin investasi di bakal untung atau tidak itu hanya berdasarkan kapan akan akhirnya profit, which is mungkin bisa profit, tapi butuh waktu yg sangat lama tapi tetap untuk skrng fokus utamanya adalah untuk ""survive"" bukan cuman pure focus nyari ""profitability"".

Random:",ICBP
29,"8 Dec 22, 17:41","Dari link yang suhu ane @axlarry share https://cutt.ly/00qtdVJ, ada beberapa poin yang imo cukup menarik.

- Hanya sebagian kecil orang yang bisa memprediksi peristiwa makroekonomi, dan yang bisa memprediksi belum tentu bisa memprediksi reaksi pelaku pasar.

- Sangat sulit untuk memprediksi reaksi pelaku pasar, terkadang emiten yang melaporkan kenaikan laba, harga sahamnya bisa turun, demikian juga sebaliknya. Seperti $ICBP ketika laba 3Q2022 turun, ternyata harga saham malah naik. Harga saham dibentuk oleh kinerja emiten dan ekspektasi pelaku pasar, walaupun kinerja saham naik namun tidak sesuai dengan ekspektasi maka tidak menutup kemungkinan harga bakal turun, demikian juga sebaliknya seandainya kinerja emiten turun namun melebihi ekspektasi maka bisa saja harga saham naik.

- Tentu saja peristiwa makro bakal memberi efek ke kinerja emiten, tapi biasanya efek tsb hanya bersifat jangka pendek. Sedangkan untuk jangka panjang semua kembali lagi ke prospek jangka panjang emiten. Terkadang ada emiten yang melaporkan penurunan laba yang sifatnya hanya sementara untuk mengejar kinerja masa depan.
Dan pergerakan harga jangka pendek biasanya tergantung mood pelaku pasar, jadi sangat susah diprediksi, jadi sebaiknya fokus ke prospek jangka panjang emiten. Tentu saja agar bisa memprediksi prospek masa depan emiten, kita harus benar benar kenal dengan emiten.

- Ketika membeli saham, kita harus berrpikir seperti pemilik bisnis yang sahamnya kita beli. Tidak ada founder/pemilik bisnis yang merintis bisnis dengan tujuan untuk dijual secepatnya, tujuannya biasanya bagaimana biar menghasilkan laba dan ekspansi agar bisnis menjadi lebih besar. Tentu saja tujuan akhirnya tetap uang, tapi fokus utama bagaimana agar bisnis bisa sukses. Menurut WB orang yang membeli saham harusnya berpikir kalau mereka adalah partner dari founder/pemilik bisnis, jadi tujuannya harus sama yakni bagaimana agar bisnis bisa berjalan dengan sukses.
Dan biasanya kinerja harga saham akan selalu mengikuti kinerja operasional bisnis emiten.

- Jangan overtrade, mindset kita dapat cuan ketika hold saham, bukan saat buy/sell saham.

- Menurut HM, kemungkinan besar kita akan lebih cuan kalau fokus ke :
* Mempelajari bisnis emiten secara mendalam, bagaimana potensi laba kedepannya;
* Membeli saham yang harganya sesuai dengan potensi laba kedepannya;
* Tetap hold selama kinerja dan harga emiten masih berpotensi besar;
* Sell ketika analisa kita salah, atau ada emiten yang lebih menarik.
daripada fokus ke makro.",ICBP
30,"8 Dec 22, 16:46 · Edited on 8 Dec 22, 16:46","$ICBP serius nanya parah suhu, udh lama ga lihat saham ini 3 bulanan bukan nya di 8 / 9rb.. sekarang koq naik ke 10rb ... ada apa gerangan ni , masih aman kah kalau masuk sekarang",ICBP
31,"8 Dec 22, 09:41","Mandiri Sekuritas: IHSG Lanjutkan Koreksi, Empat Saham Bakal Bikin Investor Semringah
JAKARTA, https://bit.ly/2xtw1Yt - Mandiri Sekuritas memprediksi IHSG melanjutkan koreksi pada perdagangan Kamis (8/12/2022). IHSG hari ini di perkirakan akan bergarak pada support 6.736 dan area resistance di 6.950. Empat saham bakal bikin investor sumringah hari ini. Salah satunya ICBP.  Mandiri Sekuritas me...",ICBP
32,"8 Dec 22, 08:45",$ICBP,ICBP
33,"8 Dec 22, 08:25","Rekomendasi Saham EXCL dan ICBP oleh HP Sekuritas | 8 Desember 2022
HP Sekuritas8 Desember 2022Saham EXCLTrend: Downtrend;Pattern: Downtrend channelPotential: EXCL baru-baru ini membentuk downtrend channel pattern dan rebound dari major support @ 2160. Price action saat ini price reversal di 0.24 FB ratio resistance @ 2310 dan berpotensi mencapai major support @ 216...",ICBP
34,"7 Dec 22, 17:42","Info Singkat saham untuk 8 Desember 2022 (bukan rekomendasi jual-beli) :

$ICBP : rangenya pendek yakni Rp 9.900,- (support) s/d Rp 10.600,- (resistance). Posisi bandar masi didalam senilai Rp 102,31 milliar di harga rata-rata Rp 10.075 selama seminggu terakhir. Untuk ICBP masi dalam posisi uptrend selama masi diatas area Rp 9,900 , jadi jika ingin masuk maka area Rp 9.900 menjadi area stop loss nya.

$BBCA : Rangenya masi sama yakni Rp 8.300,- (support) s/d Rp 8.575,- (resistance) Posisi bandar masi keluar sebesar Rp 703,51 milliar selama seminggu terakhir. Untuk BBCA sebentar lagi sudah dekat supportnya di area Rp 8.200-8.300 semoga ada technical rebound disini.

: Rangenya Rp 376,- (support ) s/d Rp 394,- (resistance). Posisi bandar masi keluar sebesar Rp 21,4 milyar selama seminggu terakhir. Untuk ERAA sepanjang belum bisa kembali keatas Rp 400 dalam 3-4 hari perdagangan kedepan maka lebih baik wait and see.

Ingin mendapatkan informasi lengkap saham , , EMTK dan ikut polling saham-saham yang ingin dibahas setiap harinya ? yuk gabung ke grub seirine, link grub ada di profile seirine investama ya.

Harus diingat:
1. Jangan trading dengan brutal mentang-mentang melihat bandar ada didalam, gunakan money management yang baik.

2. ini hanyalah info singkat dan bukan rekomendasi jual-beli.

DISCLAIMER ON

""Semoga informasi ini berguna bagi teman-teman sekalian, support terus kami dengan ""LIKE"" dan ""FOLLOW"" akun stockbit.",ICBP
35,"7 Dec 22, 09:46","$BBYB sesi 2 ARB kayanya

disc on

$PTBA $GOTO $BBHI $ICBP",ICBP
36,"7 Dec 22, 09:29","$ULTJ emang overhype IHSG turun kok malah naek sendiri

$INDF $ICBP $MYOR $CMRY",ICBP
37,"7 Dec 22, 07:44","Stockpick : $ICBP Trading Buy TP 10.675

Target Price 1 = 10.675 (+3,1%)
Target Price 2 = 11.300 (+9,2%)
Stop Loss = 9.775 (-5,6%)
Support 1 = 9.900 (-4,3%)
Support 2 = 9.300 (-10,1%)

Technical View
Saham ICBP pada perdagangan Selasa (6/12) kembali melanjutkan penguatan dengan volume yang cukup tebal. Selain itu indikator MACD dan Stochastic RSI juga masih menunjukkan trend penguatan. Kami merekomendasikan Trading Buy dengan Target Price 1 di level 10.675 dan Target Price 2 di level 11.300.

Link to our daily research :

Link terkait kami lainnya :

Disclaimer On

#StockbitChallenge #HitYourTargetPrice",ICBP
38,"7 Dec 22, 06:16","Kumpulan Artikel Pengaruh Jumlah Kepemilikan Investor Ritel terhadap Pergerakan Harga Saham

1. Kisah Ritel $ICBP
https://cutt.ly/e1ekimQ

2. Kisah Ritel $ITMG
https://cutt.ly/a1qvrgJ

3. Kisah Ritel TCPI


4. Kisah Ritel


5. Kisah Ritel


6. Kisah Investor Tunggu Tanggal Mainnya BACA


7. Kisah Ritel BBCA


8. Kisah Ritel BBRI


9. Kisah Ritel ACES jilid 2


10. Kisah Investor GGRM


11. Investor BYAN vs Investor ITMG


12. Investor KRYA


13. Investor Ritel ACES Jilid 3


14. Investor BYAN vs Investor BBCA


15. Investor TINS


Untuk membuktikan validitas maka harus lihat setidaknya data >500 saham untuk tahu pengaruh jumlah investor ritel pada pergerakan saham.

Thesis awalnya adalah makin banyak investor ritel di sebuah saham maka sulit saham bergerak naik. Sedangkan makin sedikit investor ritel maka makin ringan saham diangkat.

Jadi kalau pengen sahamnya cepat terbang, jangan ajak orang 1 kampung apalagi satu Kecamatan ikutan beli saham. Beli diam - diam sambil tunggu apresiasi market.

Pada beberapa kondisi, meskipun jumlah investor bertambah, harga saham bisa tetap naik pada kondisi ada katalis yang sangat kuat seperti laba perusahaan naik lebih dari double digit atau akan ada pembagian dividen yang sangat besar atau akan ada aksi merger dan akuisisi.

Disclaimer:",ICBP
39,"6 Dec 22, 20:28","$ICBP

Pada tanggal 6 Desember 2022, $ICBP ditutup di titik tertingginya per hari ini di angka 10350, naik 0 poin (0,00%) dari harga closing kemarin. Secara teknikal dalam timeframe daily, harga ditutup di atas trend line di angka 10093,856. Sinyal BUY muncul sejak 7 November 2022, dan sinyal SPEC. SELL sempat muncul pada tanggal 18 November 2022 dan 22 November 2022.

Volume yang dihasilkan tergolong rendah, dengan tekanan beli 100%. Indikator MACD menunjukkan sinyal yang bullish. Momentum untuk naik terlihat bertambah. Indikator stochastic menunjukkan sinyal yang bullish tipis. Secara historis, posisi harga terbilang Overvalued.

DISCLAIMER ON: Ini hanya analisis teknikal dari kami yang bisa jadi berbeda dari analisis teknikal orang lain. BUKAN AJAKAN UNTUK MEMBELI ATAU MENJUAL. Keputusan investasi tetap di tangan kalian masing-masing dan selalu terapkan money management!

Chart ini dihasilkan dari: .",ICBP
40,"6 Dec 22, 15:00",Industry yg akan bertahan di akhir 2022 & Stockpick Q1 2023 yg mungkin udah banyak berseliweran apakah mungkin beli sekarang langsung naik ? mana ada yang instant..masak mie instant aja butuh waktu hehehe..semua ada time frame dan waktunya. mulai nyicil2 aja dan nambah muatan dari sekarang kalo ada yg cocok $ICBP $BBCA $BNGA $ELSA $LSIP,ICBP
41,"6 Dec 22, 09:25","Mandiri Sekuritas: IHSG Sideways, Empat Saham Layak Dikoleksi Hari ini
JAKARTA, https://bit.ly/2xtw1Yt - Mandiri Sekuritas memprediksi IHSG sideways pada perdagangan Selasa (6/12/2022). IHSG hari ini diperkirakan akan bergerak pada rentang 6.900-7.050. Enam saham layak dikoleksi hari ini. Diantaranya ICBP dan INDF.Mandiri Sekuritas menjelaskan, tren IHSG berada dalam fase konsoli...",ICBP
42,"5 Dec 22, 21:07","izin belajar tentang $BOSS di @stockbit



saya juga jualan produk indomie, kopi, gula dll. $ICBP $INDF $MYOR , boleh bapak/ibu berkenan beli dagangan saya. terima kasih",ICBP
43,"5 Dec 22, 16:43",$ICBP,ICBP
44,"5 Dec 22, 12:16","@BimaAdiWiryo @RudiAlexander @Gungun08 @Tamami29 untuk saham $$INDF dan $ICBP prospeknya ud gak menarik karena selain labanya juga lagi turun, suka ada aksi2 yang merugikan pemegang saham seperti akuisisi pinehill yang bikin arus cashflow ke investor minoritas ngadat2 karena bayar hutang.. buat rekomendasi saham or buat yang mau nanya-nanya saham silahkan di follow ya",ICBP
45,"5 Dec 22, 11:33","Skydrugz Corner: Emiten Dengan Goodwill Terbesar di Bursa

Di postingan sebelumnya kita sudah bahas emiten pakan ternak. https://cutt.ly/K1XMVOd

Pada postingan kali ini kita akan bahas emiten di IHSG yang memiliki Goodwill sangat besar.

Apa itu Goodwill? Kalau investor baru yang tidak tahu Goodwill itu apa, bisa cek di Google. Zaman udah maju. Malu bertanya, Google ketawa. Malu bertanya, Google aja.

Saya bahas intinya saja. Goodwill itu hanya metode pencatatan akuntansi ketika seseorang atau seorang perusahaan beli aset di atas nilai wajarnya.

Selengkapnya tentang Goodwill cek di sini

Disclaimer:",ICBP
46,"5 Dec 22, 01:14","$INDF technincal view, terlihat di chart bahwa saham ini sudah naik dengan sangat signifikan belakangan ini di minggu terakhir kemarin, dan terlihat bahwa saham ini juga naik dengan cukup solid dan kuat bisa dilihat dari chartnya bahwa kenaikannya ini juga di sertai dengan volume transaksi yang sangat besar dari biasanya sehingga secara technicalnya sangat baik dan kemungkinan selanjutnya masih akan melanjutkan kenaikan harganya secara solid, adapun beberapa hal yang penting yang perlu di perhatikan yaitu terdapat support yang berada di angka 6400-6500, lalu ada support di angka 6300.dan untuk resistantnya ada di angka 6725-6825.

disclaimer on",ICBP
47,"4 Dec 22, 23:38",@parsaulianpurba happy Cuan $ICBP,ICBP
48,"4 Dec 22, 18:32","@maxlong Sbenarnya kalo secara brand power di Indo ada loh yg kira2 punya potensi kek coca cola, and its $ICBP 😁, sayangnya klo secara kinerja mungkin belum seperti coca cola ya",ICBP
49,"4 Dec 22, 14:50","Analog switch off untuk jawa barat-tengah-timur sudah efektif awal desember ini.. another positive news buat emiten media kayak $SCMA ..

Mulai minggu depan Liga 1 $BBRI juga sudah dimulai kembali tanpa penonton di stadion, yang tentunya bagus buat Indosiar karena penikmat sepakbola Indonesia hanya bisa menyaksikan pertandingan lewat TV.

random tag $ITMG $ICBP $ISAT https://cutt.ly/21LgiX6",ICBP
50,"4 Dec 22, 12:46","$ADES Q3 review


Tag konsumer:
$STTP $ICBP $CLEO $MYOR",ICBP
