,comments,date
10,"🌟 [ $SSMS REVIEW 11/12/2022] 🌟.

SSMS hammer candle, ekor bawah super panjang artinya ada perlawanan buyrer, bisa manfaatkan untuk BOW dengan upside di 1555. Cocok untuk day trade, cukup volatil. mampir ke bio kami ya buat potensi saham yang akan jalan. Semangat tradingnya!

[ 🌟 INFO SAHAM TERBAIK DI BIO! 🌟]

Bagaimana dengan pendapat para stockbitor? yuk komen dibawah!

Dianalisa kembali ya, bukan ajakan membeli, hanya opini.
*Bukan ajakan *disclaimer on *DYOR

kokreksi terus selama desember tidak ada pernah hijau, area demand 6600 - 6500
godaan setan market telah memakan korban sangkuter
alhamdulilah bertahan >9000.
emiten baru, lebih ke judi daripada trading

[AKSES REKOM TERBAIK DI BIO!]","11 Dec 22, 22:03"
11,"berdasarkan chart saham,, sektor CPO sekarang yg menjadi saham cyclical

$DSNG $TAPG $ANJT $SIMP $SSMS","9 Dec 22, 09:42"
12,"$SSMS, good, $CBUT very good...","8 Dec 22, 15:20"
13,"Dua Emiten CBI Group Menangkan Penghargaan 4 Kategori Gugus pada TKMPN 2022
Acara Temu Karya Mutu & Produktivitas Nasional (TKMPN) XXVI, bertempat di Hotel Lombok Raya, Lombok, Nusa Tenggara Barat, 21 - 25 November 2022. dok. ist. https://bit.ly/2fel7Aq - PT Sawit Sumbermas Sarana Tbk (SSMS), dan PT Citra Borneo Utama Tbk (CBUT), dua emiten dari grup Citra Borneo Indah (CBI Group...","7 Dec 22, 14:55"
14,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [SSMS],"7 Dec 22, 09:50"
15,"SSMS Bersama Abdul Rasyid Foundation Hadir di Tengah Masyarakat Terdampak Gempa Cianjur
PT Sawit Sumbermas Sarana Tbk (SSMS) bersama Abdul Rasyid Foundation hadir di tengah masyarakat terdampak Gempa Cianjur. dok. ist. https://bit.ly/2fel7Aq - Peduli terhadap bencana gempa di Kabupaten Cianjur, Jawa Barat, PT Sawit Sumbermas Sarana Tbk (SSMS), bersama Abdul Rasyid Foundation (ARF) hadir di t...","7 Dec 22, 07:56"
16,"@ArifRivai $SSMS harga ud naek tinggi jgn d beli, klo $ANTM boleh beli selama under 2ribu","7 Dec 22, 07:14 · Edited on 7 Dec 22, 07:15"
17,"Minta Pandangan gan, mending $SSMS atau $ANTM untuk jangka panjang","6 Dec 22, 17:57"
18,"$BWPT $JARR $AALI $SSMS $IHSG

Jakarta, CNN Indonesia -- Kementerian Energi dan Sumber Daya Mineral (ESDM) telah membongkar mesin diesel kendaraan uji Biodiesel 40 (B40) setelah dipakai sesuai target 50 ribu km. Hasilnya B40 diklaim tidak memberi dampak signifikan pada komponen mesin dan tak ada efek negatif pada performa kendaraan uji.
Pemerintah telah memulai serangkaian uji kendaraan sejak Juli menggunakan dua jenis bahan bakar, yaitu B40 dan B30D10.

B40 adalah bahan bakar dengan formula campuran 40 persen Biodiesel dan 60 persen Solar. Sedangkan B30D10 menggunakan formula 30 persen Biodiesel, 10 persen Diesel Nabati/Diesel Biohidrokarbon/HVO dan 60 persen Solar.

Pengujian dilakukan terhadap delapan kendaraan, empat di antaranya kendaraan di bawah 3,5 ton dengan target harian jarak tempuh 560 km dan total 50 ribu km. Empat kendaraan diesel lainnya yaitu di atas 3,5 ton. Target kelompok ini 400 km per hari hingga total 40 ribu km.

Direktur Bioenergi Ditjen Energi Baru, Terbarukan Kementerian ESDM Edi Wibowo menjelaskan mesin kendaraan di bawah 3,5 ton dilakukan pembongkaran mesin (overhaul) setelah menempuh jarak 50 ribu km.

Pembongkaran ini dilakukan oleh Laboratorium Aplikasi Balai Besar Pengujian Minyak dan Gas Bumi (Lemigas), pihak yang juga melakukan uji jalan, rating awal komponen mesin dan rating akhir komponen mesin.

Kepala Lemigas Ariana Soemanto mengatakan pihaknya menganalisa pengaruh B40 terhadap komponen internal mesin.

Rating akhir komponen mesin diukur dan dianalisis mengacu pada ASTM Manual 20. Pengujian dilakukan pada komponen Intake Valve Deposits (IVD) dan Combustion Chamber Deposits (CCD) dengan membandingkan kondisi sebelum dan sesudah.

Menurut penjelasan Kementerian ESDM, tidak ditemukan keausan komponen mesin pada kendaraan uji P1 yang menggunakan B40 dan B30D10 setelah diuji jalan 50 ribu km.

""Hasil pengukuran komponen mesin seperti ring gap, side ring clearance dan cylinder bore liner secara keseluruhan memenuhi spesifikasi limit batasan maksimal sesuai dengan buku manual mesin pabrikan,"" tulis Kementerian ESDM.

Berdasarkan pengamatan visual, goresan yang terjadi pada skirt piston kendaraan uji P1 dianggap sebagai hal normal dalam proses pembakaran. Goresan yang diistilahkan scratch itu dikatakan bukan disebabkan bahan bakar.

""Setelah peninjauan semua hasil pengujian, bahan bakar B40 dan B30D10 tidak memberikan dampak yang signifikan terhadap komponen mesin kendaraan uji P1 dan tidak berdampak negatif pada performa kendaraan uji sampai dengan akhir uji jalan 50.000 km,"" tulis Kementerian ESDM.

Tenaga Ahli Teknik Mesin dari Akademisi ITB, Iman K. Reksowardojo memaparkan B40 memiliki kelebihan dan kekurangan.

""Kelebihannya yaitu memiliki sifat biodegradable yang dapat berubah kembali ke alam dengan cepat, namun hal tersebut sebuah tantangan karena bahan bakar mudah berubah jadi jika tidak dilakukan handling dengan baik kemungkinan akan tidak sesuai dengan spesifikasi. Hal itu yang perlu disosialisasikan,"" ucap dia.

Salah satu tantangan pada B40, kata Iman, adalah perlu memperketat spesifikasi bahan bakar seperti parameter stabilitas oksidasi bahan bakar yang berhubungan dengan injektor sebagai efek penambahan campuran biodiesel.

Selain itu disebut juga ada potensi kandungan monogliserida yang berkaitan dengan kekhawatiran saringan bahan bakar tersumbat di suhu dingin.

""Namun saat ini kandungan monogliserida sudah ditekan sekecil mungkin. Tantangannya adalah kandungan air yang mana biodiesel memiliki sifat higroskopis, tetapi dalam spesifikasi sudah diperketat sehingga harapannya pada B40 problem korosif dan lain lain itu bisa dihindari,"" ucap Iman.","6 Dec 22, 06:52"
19,"Review Saham Part 572 telah tersedia, ada saham Roasting Saham $BULL, SSIA, $TBLA, $SSMS, $WIKA, $BACA
bisa klik link dibawah ini :

https://cutt.ly/61BwGE5

Semoga membantu ya :)","5 Dec 22, 20:30"
20,"$SSMS ayo di break resistan

Klo berat turun dulu coba","4 Dec 22, 14:00"
21,"$SSMS mo tanya, ini volumenya kok berubah jadi model sisir kaya repo yach ? mohon yg ngerti masukan info nya , thx🙏","3 Dec 22, 14:04"
22,"$SSMS

disclaimer on


salam

FN","3 Dec 22, 13:03"
23,"$SSMS

sawit sumbermas sarana tbk adalah perusahaan minyak kelapa sawit yg berlokasi di pangkalan bun kalimantan tengah. perusahaan ini selain memiliki perkebunan jg memiliki pabrik utk mengolah minyak sawit tsb..

saya tertarik untuk membahas soal perusahaan ini yang digadang gadang bahwa tahun depan sektor komoditi akan bisa menjadi salah satu sektor yang memiliki harapan utk bertumbuh dengan baik, tentunya SSMS ini termasuk di dalamnya.

dilihat dari kinerja secara fundamental perusahaan ini cukup baik kinerjanya dalam bbrp tahun terakhir dan peluang utk growth juga masih terbuka di tahun depan..

dengan revenue yg meningkat sebesar 38% dan net income yg naik cukup bail sebesar 51% dan masih ada ruang bertumbuh maka kita tdk bs mengesampingkan SSMS tsb.

hutang perusahaan tsb jg tercatat cukup rendah dan arus kas operasional jg tercatat positif, walaupun secara harga saham SSMS ini sdh tdk bs dikatakan murah tapi krn masih ada peluang bertumbuh tentunya harga sahamnya masih bs naik.

utk yg ingin hold mid term jg tdk perlu khawatir krn SSMS ini tercatat cukup rajin membagikan dividen bahkan di tahun ini tercatat 2 kali mereka membagikan dividen

menurut saya perusahaan ini bs dikatakan growth company.. utk yg tertarik berinvestasi di bidang komoditi maka SSMS ini bs menjadi salah satu pilihan para smart investor..

DYOR
Disclaimer on

random tags

salam

FN","3 Dec 22, 12:56"
24,"$BSSR turun kita beli, naik kita happy😁

random tag
$HEXA $SSMS $SIDO","2 Dec 22, 07:07 · Edited on 2 Dec 22, 07:14"
25,"Resmi!!!✅
Malaysia telah mempertahankan pajak ekspor Desember 2022 untuk minyak kelapa sawit mentah sebesar 8 persen dan menaikkan harga acuannya, dalam sebuah surat edaran di situs Dewan Minyak Sawit Malaysia pada hari Rabu, 30 November 2022

Harga acuan 3.847,24 ringgit per ton untuk bulan Desember 2022 sedangkan harga acuan bulan November 2022 adalah 3.575,80 ringgit per ton

($1 = 4,4400 ringgit)","2 Dec 22, 00:33"
26,"$TBLA - Potensi bullish reversal.

Resistance/neckline breakout di 725 memvalidasi sinyal bullish reversal dari pola cup and handle.

Target 3 : 805
Target 2 : 775
Target 1 : 750

Entry : >715 atau menunggu konfirmasi resistance breakout di >725.

Stoploss : <700, jika breaklow 700, sebaiknya tunggu peluang buy on support di >=675.

1/12/2022 13.45 WIB
Phintraco Sekuritas (AT)

-Disclaimer On-","1 Dec 22, 13:46"
27,"Watchlist $SSMS big volume small price move, smart money move?

SSMS membentuk ascending triangle. Perusahaan bergerak di sektor CPO. Future (perdangangan komoditas) CPO setelah terlihat sinyal bullish divergence(garis biru) pada 28 September 2022, saat ini future CPO membentuk ascending triangle juga, namun masih di bawah SMMA 50 serta SMMA 200 nya serta sudah deadcross (SMMA 50 ke bawah SMMA 200).

Perhatikan indicator volume sejak 12 Oktober 2022 dan masih berlanjut sekarang, signifikan terlihat lebih besar di banding sebelumnya. Namun perlu diwaspadai, orderbook menunjukkan hanya ada beberapa orderan yang bahkan tidak sampai 100 orderan untuk setiap tik. Asumsi Saya ada 2 :
• Market Buy & Hold
• Smart money sedang ""tukar tukaran peran""

Secara overal kebutuhan akan CPO masih tetap stabil, dan cenderung meningkat dengan adanya kebutuhan akan biofuel yang juga bisa memakai CPO.

Batasi kerugian jika SSMS diperdagangkan di bawah SMMA 50 dan juga support trendline ascending trianglenya. Dengan harga saat ini dekat dengan resistance entry point terbaik ada saat:
1. Menyentuh SMMA 50 dan juga support trendline sekitar 1400 s/d 1425, atau jika
2. Breakout ke atas resistance dan tunggu untuk entry di retrace ke resistance area untuk uji resistance menjadi support di 1540 s/d 1520.

Note :
• Chart Daily.
• OrderBook ScreenShot diambil sekitar jam 9 tanggal 30 November.
• Keltner Channel SMMA(RMA) Merah Muda source hl2 200, ATR 200 multiplier ×0.5 and ×1.
• Keltner Channel SMMA(RMA) Biru Muda source hl2 50, ATR 50 multiplier ×2 and ×4.
• RSI 2 line lenght 20, source low and source high.

Warning :
Setiap angka dan pyoyeksi tanggal ke depan adalah perkiraan, jadi jangan jadikan patokan yang pasti, karena sejatinya tidak ada yang pasti di pasar modal.
Hanya study Technical Analisis. Bukan ajakan jual beli. Disclaimer Do it yourself wisely with your own risk management & own analysis.","30 Nov 22, 10:38"
28,"@s16it iya saya juga ada yg hold udah lama, paling sebel klo lihat iklan bisa untung tiap hari, pengen rasanya ambil minyak $SSMS trus nyalain kompor $PGAS","29 Nov 22, 14:21"
29,"Saya mengubah pandangan setelah sebelumnya saya mengatakan bahwa Harga CPO tidak memiliki keistimewaan untuk pasar jangka pendek 1-4 bulan kedepan, kini memiliki peluang besar untuk back to 4860-5050 faktor saya melihat pulihnya permintaan dari Malaysia (terutama) dan juga faktor uji coba B40 akan segera selesai agar dapat mengurangi ketergantungan impor BBM subsidi sedangkan harga Batubara Newcastle saya tetap optimis akan tembus 485-515 dollar


$AALI $BWPT $SSMS $ITMG $INDY","29 Nov 22, 11:13"
30,@Tamamachan $SSMS,"29 Nov 22, 06:36"
31,"Daftar Saham Repo YP Q3 2022

$GPRA direpokan oleh PT Citra Abadi

$SSMS direpokan oleh PT Oinero Putra dan PT Tricula Bangun Balga

$JSKY dan PURE direpokan oleh PT Trinitan Global Pasifik

$WMUU direpokan oleh Wahyu Andi Susilo

direpokan oleh BHIT

Data Selengkapnya mengenai berapa banyak saham yang direpokan cek di sini

Disclaimer:","27 Nov 22, 08:56"
32,"@faizal8e betul cpo juga penopang balance trade kita, masalah kinerja atau harga saham cpo gmn, emang sayangnya banyak ketidakpastian di sektor cpo ini (termasuk beberapa kebijakan cpo kmrn2 yang ga nguntungin cpo), jadi ya kalo mau berharap cpo mirip coal yg terbagger2 mungkin susah jg ya ditambah story commoditiesnya kuat di energy sekarang. Honestly sy kmrn invest di $SSMS walaupun ga bagger tapi capital gain dan divnya sangat lumayan.","24 Nov 22, 21:44 · Edited on 24 Nov 22, 21:47"
33,"@blackmon14

hati2 jangan mau ketipu lagi, bantu viralin, lagi nyari paguyuban pengaduan penipuan oleh @BongReinerRaharjia @BongReiner ANTONIUS penjual susu Milo, penipu ini tetap miskin padahal duit member dan titip dana sudah banyak tetap miskin duit ya dimakan bandar

$AALI $LSIP $TAPG $SSMS $TPIA

jangan ditipu penipu ini bahkan mau member janganlah ditipu bolak balik ntar.","23 Nov 22, 18:28"
34,"Rekomendasi Saham ADHI, PGAS dan SSMS oleh Artha Sekuritas Indonesia | 23 November 2022
Artha Sekuritas Indonesia23 November 2022Dennies Christoper JordanPT Adhi Karya (Persero) Tbk (ADHI)Rekomendasi: Speculative buyEntry level: Rp 530 - Rp 545Target price: Rp 575 - Rp 590Stoploss: Rp 520Mengalami koreksi, uji support https://bit.ly/3EzFxey Perusahaan Gas Negara Tbk (PGAS)Rekomendasi: Speculative...","23 Nov 22, 08:40"
35,"IHSG Hari Ini Rawan Koreksi, Pantau Saham ADHI, SSMS & PGAS
Indeks Harga Saham Gabungan (IHSG) diperkirakan terkoreksi pada perdagangan hari ini, Rabu (23/11/2022)Berdasarkan data Bloomberg, IHSG ditutup pada posisi 7.030,58 atau melemah 0,46 persen pada Selasa (22/11/2022). Analis Artha Sekuritas Dennies Christoper Jordan dalam risetnya menjelaskan, IHSG d...","23 Nov 22, 08:25"
36,"RI Mau Terapkan BBM Campur Sawit 40%, Berapa Harganya?

Pemerintah bakal mulai menerapkan penggunaan Bahan Bakar Minyak (BBM) campur sawit 40% atau B40. Implementasi B40 bertujuan mengurangi beban impor BBM sehingga bisa menghemat kas negara.
Adapun implementasi B40 masih menunggu selesainya uji teknis pada Desember mendatang. Jika disalurkan ke masyarakat, lantas berapa kisaran harga B40?

Direktorat Bioenergi Ditjen EBTKE Kementerian ESDM, Edi Wibowo mengatakan, harga B40 akan sama dengan harga biosolar B30.

""Kalau harganya B40, untuk yang di SPBU untuk yang PSO (Public Service Obligation) seperti harga Biosolar,"" kata Edi kepada wartawn, Senin (21/11/2022).

Sebagai informasi, harga biosolar saat ini adalah Rp 6.800/liter. Saat ditanya apakah harga B40 akan dijual ke masyarakat dengan harga tersebut, Edi membenarkan.

Baca lanjutannya disini :","22 Nov 22, 21:27 · Edited on 22 Nov 22, 21:29"
37,"Harga CPO Rebound, Akhiri Pelemahan Empat Hari Berturut-turut

JAKARTA, https://cutt.ly/fMN8O5j - Harga kontrak Crude Palm Oil (CPO) di Bursa Malaysia Derivatives rebound pada perdagangan Senin (21/11/2022). Akhiri pelemahan harga CPO yang terjadi empat hari berturut-turut.

Berdasarkan data Bursa Malaysia Derivatives pada penutupan Senin (21/11/2022), kontrak berjangka CPO untuk pengiriman Desember 2022 naik 24 Ringgit Malaysia menjadi 3.815 Ringgit Malaysia per ton. Kontrak pengiriman Januari 2023 menguat 3 Ringgit Malaysia menjadi 3.831 Ringgit Malaysia per ton.



Baca selengkapnya di :","22 Nov 22, 13:22"
38,"Makin Seksi, Putra Borneo Borong 36,40 Juta Saham Sawit Sumbermas Sarana (SSMS)
https://bit.ly/2fel7Aq - Putra Borneo Agro Lestari memperbesar tabulasi saham Sawit Sumbermas Sarana (SSMS). Itu ditunjukkan oleh Putra Borneo dengan menyapu 36.404.600 helai alias 36,40 juta lembar. Transaksi itu dibantu sejumlah perusahaan sekuritas.

Sekumpulan broker yang membidani transaksi pembelian ...","22 Nov 22, 13:10"
39,"Uni Eropa Kalahkah RI dalam Sengketa Larangan Ekspor Nikel di WTO.

Komentar:
Giliran CPO, mereka ban impor CPO karena katanya merusak lingkungan fafifu.
Giliran Nikel, kita ga mau ekspor bijih mentahnya, maunya diolah dulu, mereka mencak-mencak.

Kok nikel ga ada fafifu lingkungan juga?

Standar ganda.
CPO diban alesan lingkungan
Giliran nikel kaga, malah dicari-cari

Link berita:","22 Nov 22, 10:51"
40,"$SSMS 18 Nov 22
Shareholder : Putra Borneo Agro Lestari
Type : Local
Bought : +36,404,600 (+0.38%)
Current : 686,231,086 (7.2%)
Previous : 649,826,486 (6.82%)","22 Nov 22, 10:00"
41,"kenapa perusahaan melakukan buyback ? simple nya karna mereka tahu apa yang harus mereka lakukan,,tentunya ini katalis positif.
tag juga $SSMS $DSNG $TAPG $STAA","21 Nov 22, 17:13"
42,"$BWPT Fundamental solid,,kinerja perusahaan naik.
tinggal nunggu waktu saja,,semoga secepatnya bisa terangkat naik harga sahamnya.
tag juga $DSNG $STAA $SSMS $AALI $SSMS.
Berani Akum dari sekarang,,takut ketinggalan naiknya,,mumpung harganya masih segini semoga saja gak butuh waktu lama akan naik mengikuti kinerja dan fundamental nya.","21 Nov 22, 14:23"
43,$STAA ini sama emiten $SSMS besar mana yaak perusahaannya?,"21 Nov 22, 00:25"
44,"List akumulasi saham 19 November 2022:

$MMLP
HMSP
$GJTL
DGIK
IATA
$TSPC
$SSMS
HRUM
SAMF


List lengkap dan top list ada di grup Komunitas GoInvest","19 Nov 22, 08:25"
45,"$SSMS saham ini memiliki kenaikan volume transaksi selama 1 bulan terakhir, berbarengan dengan selesainya masa konsolidasi (kotak merah)
menarik untuk ditunggu kedepan $SSMS akan menyentuh trandlinenya dan apakah bisa mantul keatas lagi bahkan mampu menembus resistance nya?
risk : reward ketika berhasil mantul dari support trendlinenya cukup menarik!\

link tautan : https://cutt.ly/jMFPo8H

Ini hanyalah hasil analisa dan bukan saran finansial. Selalu lakukan riset Anda sendiri sebelum membuka posisi Trade. Semua hasil Trade Anda merupakan tanggung jawab sendiri.

Disclaimer ON
DYOR","19 Nov 22, 07:03"
46,"Those Who Keep Learning Will Keep Rising in Life

Bagi gw, hidup ni adalah belajar, manusia pun juga kodratnya sbg pembelajar. Kita ni hidup ya ga mungkin bener terus, kudu ngerasain salah dan berani hidup dalam kesalahan. Memperbaiki kesalahan lalu memahami mana yang benar dan salah.

Bagi gw pasar modal adalah tempatnya orang nyesel, naik nyesel, turun nyesel, sideways nyesel. Ditambah lagi, pasar modal ni kita kudu admit kalo kita gabisa jadi sang Maha Benar Maha Tau. Seakan2 semua keputusan investasinya paling bener dan paling keren, ga respect ke metode orang yang beda-beda. Instead sbg orang yang pakai palu, better kita sbg orang yang pakai swiss knife. Disitu kita lebih terbuka dengan data dan pengetahuan. Ga merasa sok pinter dan goblokin orang lain.

Ajaran A belum tentu cocok dengan kita, pun ajaran B juga. tapi ketika kita memilih metode C kenapa juga kita kudu paling depan ngurusin ngehujat metode A dan B, dalam semua metode punya kelebihan dan kurangnya masing2.

Sedikit cerita pengalaman saya.

Awal masuk bursa saya learning dari baca buku2 teknikal, dan gmn pola2 bandarmology dengan mempelajari analisa volume dan mantengin running trade buat day-week trading juga rajin backtesting ketika waktu luang. Hasilnya? porto gw tumbuh tapi tidak begitu memuaskan. 3% dalam 3 bulan saat itu. Dalam 3 bulan tersebut gw mikir trader kudu siap cutloss, dan gw sendiri benci kalah, benci cutloss. Pada saat itu gw mulai ngubah metode gw, dari yang full trader gw memposisikan diri sebagai full investor.

Awal mula memilih jadi investor, gw membuang semua ilmu teknikal dan bandarmology yang baru gw pelajari scr intens. Sejak saat itu gw ga pernah narik garis. Lalu gw konsul ke setelah gw baca website beliau, kadang ada post2 yang ga dipost di website dan stockbit ada di trakteer jg gw baca. Lalu gw coba DM beliau, bener2 unexpected ketika beliau ni bener2 mau bantu dan sering brainstroming gw. Atas hasil belajar gw dr beliau akhirnya gw berani pick saham sendiri. Bahkan saat itu gw berani kasi pompoman ke mentor gw ini, pas lagi tu di harga 100an, tapi beliau memilih ABMM dan ITMG. Dari situ gw mulai pede buat jadi investor, walaupun kadang gw jg nakal, diajari value investing malah gw salah gunain buat nyopet2 cantik (sekarang dah males). Tapi gw ngerasa ilmu bisa dari siapa saja, dari sini gw jg belajar memahami diving analysist ala , apa yg gw dapet dari bapak yang agak galak ini.. dr grup telegramnya saat itu udah bantu gw buat skeptis sama LK emiten, walaupun (maafin ya kalo salah presepsi) kadang gw ngira ni pak thowilz sama pak juliushalim kadang agak sebrangan, tapi ya biarlah.. gw perlu ilmunya, toh mereka ga nyalon presiden.

Setelah kedua mentor itu gw serap dikit2 ilmunya, gw coba beraniin diri buat ga terlalu diversifikasi dengan metode Selon investing, yang gw pelajari dari , saat itu gw cb baca tulisan2 nya dan memahami bahwa ""gaperlu deh ambil emiten banyak2 asal lu ambil yang paling lu nyaman dan paling lu kuasai, lalu paham margin of safety dan risikonya"", disini paling menantang buat gw.. karena prinsipnya analisis saham, yakin, lalu all in. Susah emang, sampai saat ini gw jg blm bisa full nerapin ini, karena gw masih mau explore ilmu2 lain. Akhirnya selon investing cmn gw lakuin terbatas di porto stockbit gw, saat itu gw all in di lalu setelah itu all in di .

Sekarang gw lagi coba makan ilmunya dengan banyak baca dan banyak memahami pola lalu nyambung2in pola tersebut. yang jadi masalah, dikitnya informasi gw dan kapasitas gw buat gather informasi ini yang kadang bikin pemahaman gw tergocek hahahaha.. ya intinya hidup perlu belajar dan perlu salah. Ga perlu susah2 merhatiin dan nyari kesalahan metode orang lain. Toh kalo kita ambil bagian2 baik dari seluruh metode tersebut bisa jadi kita survive dengan lebih baik di pasar modal tentunya dengan memahami karakter dan kenyamanan kita terhadap metode yang kita ambil.

Akhir kata.. Thanks ribuan lot buat bapak2 yg gw mention diatas. Berkat beliau2 gw bisa bertumbuh di pasar modal termasuk portofolio saya wkwk.","18 Nov 22, 11:49"
47,$SAMF mulai menarik ini ditambah berita pupuk semakin laris....$LSIP $SSMS,"16 Nov 22, 14:18"
48,$SSMS,"16 Nov 22, 09:28"
49,$SSMS ugal geraknya,"15 Nov 22, 12:07"
50,$SSMS entry,"15 Nov 22, 11:19"
51,"15-11-2022:
B: $INDY $DSFI $IDPR $SSMS $GDST
W: LUCY ABBA MARI AGII","15 Nov 22, 05:36 · Edited on 15 Nov 22, 05:39"
52,$BMTR $SSMS $PTBA $EXCL $PTRO,"15 Nov 22, 04:44"
53,"$SSMS

Secara fundamental, Laba $SSMS mengalami peningkatan,. baik secara QoQ ataupun YoY
dari segi teknikalpun cukup menarik, karena selain berada diatas MA200 ( uptrend ) juga terdapat golden cross macd yg menandakan reversal arah tren,.
kemudian kalo diliat dari broker summary saham ini juga terdapat big accumulasi


Here We Go","14 Nov 22, 21:17"
54,"@uziedevan $SSMS bandarnya sakti, dulu punya di 1130 an
syg jual. 1200 😓","14 Nov 22, 18:42"
55,"$SSMS, rebound lagi kan..🤣🤣🤣","14 Nov 22, 11:38"
56,"Berikut daftar 20 badan usaha pemasok dengan masing-masing kuota biodieselnya, dikutip dari Data Kementerian ESDM 2019:
https://cutt.ly/MMkWNJo
https://stockbit.com/post/10092753

1. PT Batara Elok Semesta Terpadu, 273.274 kl
2. PT Bayas Biofuels, 349.180 kl
3. PT Cemerlang Energi Perkasa, 483.263 kl
4. PT Ciliandra Perkasa, 259.882 kl
5. PT Dabi Biofuels, 173.974 kl
6. PT Darmex Biofuels, 116.517 kl
7. PT Energi Unggul Persada, 318.953 kl
8. PT Intibenua Perkasatama, 287.944 kl
9. PT Kutai Refinery Nusantara, 398.979 kl
10. PT LDC Indonesia, 386.610 kl
11. PT Multi Nabati Sulawesi, 392.996 kl
12. PT Musim Mas, 882.530 kl
13. PT Pelita Agung Agriindustri, 218.618 kl dan 239.215 kl.
14. PT Permata Hijau Palm Oleo, 396.793 kl
15. PT Sinarmas Bio Energy, 364.700 kl
16. PT SMART Tbk, 352.782 kl
17. PT Sukajadi Sawit Mekar, 261.767 kl
18. PT Tunas Baru Lampung Tbk, 342.311 kl
19. PT Wilmar Bioenergi Indonesia, 1.324.226 KL
20. PT Wilmar Nabati Indonesia, 1.375.486

TOTAL, 20 badan usaha, 9.200.000 kl

Disclaimer:","13 Nov 22, 18:23"
