,comments,date
29,"$AALI avg 8,172 hufttttttt , tp gpp si dr pada nyngkut di $GOTO 😅😂","7 Dec 22, 14:41"
30,Laporan Bulanan Registrasi Pemegang Efek [AALI],"6 Dec 22, 16:10"
31,"$BWPT $JARR $AALI $SSMS $IHSG

Jakarta, CNN Indonesia -- Kementerian Energi dan Sumber Daya Mineral (ESDM) telah membongkar mesin diesel kendaraan uji Biodiesel 40 (B40) setelah dipakai sesuai target 50 ribu km. Hasilnya B40 diklaim tidak memberi dampak signifikan pada komponen mesin dan tak ada efek negatif pada performa kendaraan uji.
Pemerintah telah memulai serangkaian uji kendaraan sejak Juli menggunakan dua jenis bahan bakar, yaitu B40 dan B30D10.

B40 adalah bahan bakar dengan formula campuran 40 persen Biodiesel dan 60 persen Solar. Sedangkan B30D10 menggunakan formula 30 persen Biodiesel, 10 persen Diesel Nabati/Diesel Biohidrokarbon/HVO dan 60 persen Solar.

Pengujian dilakukan terhadap delapan kendaraan, empat di antaranya kendaraan di bawah 3,5 ton dengan target harian jarak tempuh 560 km dan total 50 ribu km. Empat kendaraan diesel lainnya yaitu di atas 3,5 ton. Target kelompok ini 400 km per hari hingga total 40 ribu km.

Direktur Bioenergi Ditjen Energi Baru, Terbarukan Kementerian ESDM Edi Wibowo menjelaskan mesin kendaraan di bawah 3,5 ton dilakukan pembongkaran mesin (overhaul) setelah menempuh jarak 50 ribu km.

Pembongkaran ini dilakukan oleh Laboratorium Aplikasi Balai Besar Pengujian Minyak dan Gas Bumi (Lemigas), pihak yang juga melakukan uji jalan, rating awal komponen mesin dan rating akhir komponen mesin.

Kepala Lemigas Ariana Soemanto mengatakan pihaknya menganalisa pengaruh B40 terhadap komponen internal mesin.

Rating akhir komponen mesin diukur dan dianalisis mengacu pada ASTM Manual 20. Pengujian dilakukan pada komponen Intake Valve Deposits (IVD) dan Combustion Chamber Deposits (CCD) dengan membandingkan kondisi sebelum dan sesudah.

Menurut penjelasan Kementerian ESDM, tidak ditemukan keausan komponen mesin pada kendaraan uji P1 yang menggunakan B40 dan B30D10 setelah diuji jalan 50 ribu km.

""Hasil pengukuran komponen mesin seperti ring gap, side ring clearance dan cylinder bore liner secara keseluruhan memenuhi spesifikasi limit batasan maksimal sesuai dengan buku manual mesin pabrikan,"" tulis Kementerian ESDM.

Berdasarkan pengamatan visual, goresan yang terjadi pada skirt piston kendaraan uji P1 dianggap sebagai hal normal dalam proses pembakaran. Goresan yang diistilahkan scratch itu dikatakan bukan disebabkan bahan bakar.

""Setelah peninjauan semua hasil pengujian, bahan bakar B40 dan B30D10 tidak memberikan dampak yang signifikan terhadap komponen mesin kendaraan uji P1 dan tidak berdampak negatif pada performa kendaraan uji sampai dengan akhir uji jalan 50.000 km,"" tulis Kementerian ESDM.

Tenaga Ahli Teknik Mesin dari Akademisi ITB, Iman K. Reksowardojo memaparkan B40 memiliki kelebihan dan kekurangan.

""Kelebihannya yaitu memiliki sifat biodegradable yang dapat berubah kembali ke alam dengan cepat, namun hal tersebut sebuah tantangan karena bahan bakar mudah berubah jadi jika tidak dilakukan handling dengan baik kemungkinan akan tidak sesuai dengan spesifikasi. Hal itu yang perlu disosialisasikan,"" ucap dia.

Salah satu tantangan pada B40, kata Iman, adalah perlu memperketat spesifikasi bahan bakar seperti parameter stabilitas oksidasi bahan bakar yang berhubungan dengan injektor sebagai efek penambahan campuran biodiesel.

Selain itu disebut juga ada potensi kandungan monogliserida yang berkaitan dengan kekhawatiran saringan bahan bakar tersumbat di suhu dingin.

""Namun saat ini kandungan monogliserida sudah ditekan sekecil mungkin. Tantangannya adalah kandungan air yang mana biodiesel memiliki sifat higroskopis, tetapi dalam spesifikasi sudah diperketat sehingga harapannya pada B40 problem korosif dan lain lain itu bisa dihindari,"" ucap Iman.","6 Dec 22, 06:52"
32,"@Mirzal audit apa lu jal? LK aja gk diaudit, ini tiba2 lu mau ngaudit. Kan lu holdernya tadi bilang ada datanya di IDX untuk feb 2019, mana nih gw tunggu datanya, apakah lebih tinggi apa lebih rendah dari 46%
Trade Confirmationkan pasti ada emailnya, mana nih email lo? masa akses email sendiri gk bisa wkakakawkawkaw nih gw pas beli $ITMG $BBNI $AALI $ADRO aja buktinya. Ketahuan gede bacot doank lo","5 Dec 22, 14:03"
33,"$SSMS

sawit sumbermas sarana tbk adalah perusahaan minyak kelapa sawit yg berlokasi di pangkalan bun kalimantan tengah. perusahaan ini selain memiliki perkebunan jg memiliki pabrik utk mengolah minyak sawit tsb..

saya tertarik untuk membahas soal perusahaan ini yang digadang gadang bahwa tahun depan sektor komoditi akan bisa menjadi salah satu sektor yang memiliki harapan utk bertumbuh dengan baik, tentunya SSMS ini termasuk di dalamnya.

dilihat dari kinerja secara fundamental perusahaan ini cukup baik kinerjanya dalam bbrp tahun terakhir dan peluang utk growth juga masih terbuka di tahun depan..

dengan revenue yg meningkat sebesar 38% dan net income yg naik cukup bail sebesar 51% dan masih ada ruang bertumbuh maka kita tdk bs mengesampingkan SSMS tsb.

hutang perusahaan tsb jg tercatat cukup rendah dan arus kas operasional jg tercatat positif, walaupun secara harga saham SSMS ini sdh tdk bs dikatakan murah tapi krn masih ada peluang bertumbuh tentunya harga sahamnya masih bs naik.

utk yg ingin hold mid term jg tdk perlu khawatir krn SSMS ini tercatat cukup rajin membagikan dividen bahkan di tahun ini tercatat 2 kali mereka membagikan dividen

menurut saya perusahaan ini bs dikatakan growth company.. utk yg tertarik berinvestasi di bidang komoditi maka SSMS ini bs menjadi salah satu pilihan para smart investor..

DYOR
Disclaimer on

random tags

salam

FN","3 Dec 22, 12:56"
34,@badutbego $AALI gak dicutloss aja bapak 🤔,"2 Dec 22, 20:25"
35,"Portfolio Saham - Floating Profit / Loss: 2 Desember 2022 (12 saham)
$IHSG
$AALI -30,05%
$AUTO 39,83%
$BEST 11,12%
$BIRD 21,56%
Portofolio Saham (NO SENSOR Lot & Rupiah): https://cutt.ly/j1SZ3Sk","2 Dec 22, 18:10"
36,$AALI koreksi sehat doloe???🌴📉🧐😱 $CPO $IHSG,"2 Dec 22, 10:13"
37,$AALI mau nambah muatan di 8200 kaga dikasi” dr kmrn 😂,"2 Dec 22, 09:42"
38,$DSNG kecapai gk nih ? hehe $AALI $GZCO,"2 Dec 22, 09:35"
39,"Resmi!!!✅
Malaysia telah mempertahankan pajak ekspor Desember 2022 untuk minyak kelapa sawit mentah sebesar 8 persen dan menaikkan harga acuannya, dalam sebuah surat edaran di situs Dewan Minyak Sawit Malaysia pada hari Rabu, 30 November 2022

Harga acuan 3.847,24 ringgit per ton untuk bulan Desember 2022 sedangkan harga acuan bulan November 2022 adalah 3.575,80 ringgit per ton

($1 = 4,4400 ringgit)","2 Dec 22, 00:33"
40,"Makin ganas saja $AUTO 🤩

$ASII $INDF $UNVR $AALI","1 Dec 22, 20:54"
41,"MWB ANALYSIS 02-12-2022
$AALI TRADING BUY..
AREA 8300-8350

SL < 8200

TARGET
8500
8650/8700

Disclaimer on
SUPPORT US dgn follow yuk..","1 Dec 22, 18:59"
42,"$TBLA - Potensi bullish reversal.

Resistance/neckline breakout di 725 memvalidasi sinyal bullish reversal dari pola cup and handle.

Target 3 : 805
Target 2 : 775
Target 1 : 750

Entry : >715 atau menunggu konfirmasi resistance breakout di >725.

Stoploss : <700, jika breaklow 700, sebaiknya tunggu peluang buy on support di >=675.

1/12/2022 13.45 WIB
Phintraco Sekuritas (AT)

-Disclaimer On-","1 Dec 22, 13:46"
43,"$GOTO

biasanya om ngeledek Goto.. tp kali ini. mulai cicil sampe 120 . target 165

nfa dyor

tag $BBYB $BMRI $MEDC $AALI","1 Dec 22, 13:34"
44,"Semoga harapan kita segera terwujud.. Ini masa mereka, masa kita menanti, nanti. Rekoper tugeder rekoper stronger 🧘‍♂️

Disc on DWYOR

$AALI $LSIP $AKRA $PTBA $ADRO


https://cutt.ly/D1UpSKP","1 Dec 22, 09:49"
45,bisa diwatchlistin hari ini $TLKM $AALI $PTBA $TECH,"1 Dec 22, 09:45"
46,$AALI,"1 Dec 22, 08:37"
47,"harga $CPO saat ini sudah mencapai ≥4270RM, masih 75% potensi valid pattern inverted head and shoulder

$AALI $BWPT $LSIP $DSNG","30 Nov 22, 21:39"
48,"#investasi #saham #trading
Trading Idea Saham Swing 1 Desember 2022 sebagai berikut:
$PNLF
$AALI
$INDF
$KKGI
$ANTM

Selengkapnya: https://cutt.ly/F1TcUtf
Disclimer on, bukan ajakan jual atau beli. Hanya sharing trading plan pribadi","30 Nov 22, 21:25"
49,$EMTK $MARK $ERAA $AALI $WIFI Uang berpindah dari yg TIDAK SABAR pindah ke yang SABAR .. itu aja SDH intinya 😀😀😀,"30 Nov 22, 19:25"
50,"Dipicu Saham Sektor Teknologi, IHSG Kembali Terjerembab
JAKARTA, Indeks harga saham gabungan (IHSG) Bursa Efek Indonesia (BEI), Selasa (29/11/2022), kembali terkoreksi 5,29 (0,08%) menjadi 7.017,32. IHSG bergerak dalam rentnag 6.99,90-7.036,54.Baca juga: Pegang Saham Astra Agro (AALI)? Masih Bisa Panen Cuan 50% Lebih lho!Pelemahan indeks dipicu atas anjl...","29 Nov 22, 15:25"
51,"Pegang Saham Astra Agro (AALI)? Masih Bisa Panen Cuan 50% Lebih lho!
JAKARTA, PT Astra Agro Lestari Tbk (AALI) masih berjuang mengatasi produktivitas yang rendah hingga kuartal III tahun ini. Sejumlah inovasi, termasuk efisiensi dan digitalisasi, terus dilakukan demi menggenjot kinerja dan prospek lebih baik ke depan.Astra Agro membukukan laba bersih sebesar Rp 407 m...","29 Nov 22, 13:41"
52,"$NANO tobat emiten baru dan tidak jelas,

supir tua kerjanya cari uang untuk emiten yg di Ipo kan

bukan untuk km retail,

banyak emiten bagus2 yang jelas

sprt $LSIP $AALI $GJTL murah2 dan discount...

kenapa msh percaya emiten yg belum jelas...","29 Nov 22, 11:31"
53,"Saya mengubah pandangan setelah sebelumnya saya mengatakan bahwa Harga CPO tidak memiliki keistimewaan untuk pasar jangka pendek 1-4 bulan kedepan, kini memiliki peluang besar untuk back to 4860-5050 faktor saya melihat pulihnya permintaan dari Malaysia (terutama) dan juga faktor uji coba B40 akan segera selesai agar dapat mengurangi ketergantungan impor BBM subsidi sedangkan harga Batubara Newcastle saya tetap optimis akan tembus 485-515 dollar


$AALI $BWPT $SSMS $ITMG $INDY","29 Nov 22, 11:13"
54,"$TBLA RI di harga rendah?

insolvency alert

$DSNG $AALI $SIMP","29 Nov 22, 11:11 · Edited on 29 Nov 22, 15:14"
55,"Weekly chart star rotation sektor IDXNONCYC relatif terhadap IHSG sebagai pusat rotasi.
Secara relatif, $AALI, $TAPG , $LSIP & $GGRM bergerak dari Zona Psikologis PANIC menuju Zona Psikologis HOPE. Sementara bintang $UNVR terlihat berada di zona psikologis GREED dan sudah kemasukan supply kuat hingga terlihat mengarah ke zona psikologis FEAR.
Tutorial & cara membaca weekly star rotation : https://cutt.ly/X1z68IE","28 Nov 22, 08:42"
56,"$ITMG
$BBCA
$TLKM
$AALI
$ASII
☕️
https://cutt.ly/e1lv15W","27 Nov 22, 19:56"
57,"@Nathae dibandingkan $MKTR dan $JARR, coba investigasi $AALI dan $ANJT Om.","27 Nov 22, 14:59"
58,"Data profil $PALM di @Stockbit ternyata belum direvisi mengikuti update terbaru.

Sejak tanggal 12 September 2022 telah terjadi perubahan nama dan Sektor usaha.

Sewaktu baca posting terkait pembahasan terkait sawit dan CPO, masih banyak yg menggunakan tag $PALM dan berfikir ini berhubungan dengan sawit padahal emiten ini tidak lagi dalam sektor usaha sawit atau CPO.

Semoga segera diupdate biar tidak salah informasi. karena saat ini PALM bukan lagi PROVIDENT AGRO tapi sudah berubah menjadi PROVIDENT INVESTASI BERSAMA

tag CPO :","26 Nov 22, 19:07"
59,"Mungkin benar juga ya,info berita online, penyebab harga beberapa emiten Sawit dan rokok mengalami penurunan sebulan terakhir ini,seperti $HMSP $STAA $AALI $WIIM

link berita: https://cutt.ly/c1sp46F","26 Nov 22, 11:18"
60,"Harga kontrak Crude Palm Oil (CPO) di Bursa Malaysia Derivatives berakhir positif pada perdagangan Jumat (25/11/2022). Berbalik arah dari kerugian yang terjadi pada perdagagan Kamis (24/11/2022).

Mungkin berita ini yang menjadikan booster kenaikan harga saham sawit seperti $STAA $AALI dll di hari Jumat kemarin.
Semoga lanjut di Senin besok

sumber:https://cutt.ly/I1stHni","26 Nov 22, 10:48 · Edited on 26 Nov 22, 10:49"
61,"$AALI $LSIP$ TAPG

Kalau B40 jalan yang lebih di untungkan perusahaan ekspor apa lokal Wak?

Logikanya kalau B40 jalan berarti stok internasional jadi berkurang, otomatis harga $CPO naik, sedangkan untuk perusahaan lokal jualnya kan pakai harga DMO ya, jadi untung mana yah?","26 Nov 22, 05:20"
62,"Portfolio Saham - Floating Profit / Loss: 25 Nopember 2022 (12 saham)
$IHSG
$AALI -29,21%
$AUTO 33,13%
$BEST 11,92%
$BIRD 16,31%
Portofolio Saham (NO SENSOR Lot & Rupiah): https://cutt.ly/Z1uVXNs","25 Nov 22, 17:07"
63,"$INKP $IHSG $PTBA $MPMX $AALI

disclamer on

https://cutt.ly/91reGrN","24 Nov 22, 22:52"
64,juaranya ternyata $BBCA . $AALI $MBAP,"24 Nov 22, 20:27"
65,"Naaah, 5 akun klonengan udah masuk perangkap, semuanya akun baru, tujuannya cuma pompom $STAA, cek aja profilnya satu satu.

Ga masalah sih mau naik berapa hari ini, Ingat di setiap penurunan pasti ada pullback, dead cat bounce, habis itu nyungsep lagi lebih dalam. Jangan sampai nyangkut gess...

tag kawan ritel $AALI $LSIP $DSNG","24 Nov 22, 05:13"
66,"@blackmon14

hati2 jangan mau ketipu lagi, bantu viralin, lagi nyari paguyuban pengaduan penipuan oleh @BongReinerRaharjia @BongReiner ANTONIUS penjual susu Milo, penipu ini tetap miskin padahal duit member dan titip dana sudah banyak tetap miskin duit ya dimakan bandar

$AALI $LSIP $TAPG $SSMS $TPIA

jangan ditipu penipu ini bahkan mau member janganlah ditipu bolak balik ntar.","23 Nov 22, 18:28"
67,"$AALI $GZCO $LSIP

Harga minyak sawit mentah (CPO) pada PT. Kharisma Pemasaran Bersama Nusantara (KPBN) tercatat naik menjadi Rp 12.225/kg pada Selasa (22/11/2022), dengan demikian terdapat kenaikan sekitar Rp 315/Kg, bila dibandingkan dengan harga CPO pada Senin (21/11/2022) yang mencapai Rp 11.910/kg.

Dari informasi yang didapat InfoSAWIT dari KPBN, untuk wilayah Belawan & Dumai harga CPO mencapai Rp 12.225/Kg. Sementara harga CPO di Teluk Bayur dibuka Rp 12.075/kg, terjadi withdraw (WD), dengan penawaran tertinggi Rp 11.955/kg. Lantas harga CPO di Kaltim dibuka Rp 11.725/kg, terjadi withdraw (WD), dengan penawaran tertinggi Rp 11.225/kg.:","23 Nov 22, 10:31"
68,"5 KINERJA SAHAM CPO PADA KUARTAL 3 2022

Halo Bagger Hunter, di artikel kali ini kami akan membahas mengenai kinerja saham CPO pada kuartal ke-3. Saham CPO ini menarik untuk dibahas karena berhubungan soal berita positif dari saham CPO dimana China yang merupakan negara dengan konsumsi CPO terbesar di dunia telah menandatangani pembelian saham CPO sebanyak 1 juta ton di tahun 2023.
Sebelum ke pembahasannya, jangan lupa like, share dan follow ya..

Diawali dengan berita mengenai China menandatangani komitmen pembelian saham CPO sebanyak 1 juta ton di tahun 2023. Hal ini dapat menjadi sentiment positif untuk saham CPO terutama pada tahun 2023.
Harga saham CPO di tahun 2022 ini mengalami puncak pada saat terjadi perang Rusia dan Ukraina di bulan Maret dan April 2022 dengan harga 7000/ton dalam satuan Ringgit Malaysia. Pada bulan November 2022 saham CPO mengalami kenaikan (rebound) di harga 4000 dibandingkan bulan sebelumnya (Oktober) yang mengalami penurunan di harga 3000-an. Di sisi lain, secara jangka panjang selama sepuluh tahun terakhir, harga saham CPO di tahun ini mencatat kenaikan lebih tinggi dibandingkan tahun-tahun sebelumnya.
Oke.. langsung saja berikut ini beberapa saham sektor perkebunan (CPO) mulai dari harga saham hingga kinerja dari saham CPO. Data informasi harga saham CPO ini diambil pada tanggal 14 November 2022, sementara Data informasi kinerja saham CPO diambil per September 2022.

1. ASTRA AGRO LESTARI TBK (AALI)
Saham AALI mengalami kenaikan puncak harga sahamnya di level harga 13.000 pada bulan Maret hingga April 2022 saat harga saham CPO juga mengalami kenaikan. Di bulan Oktober harga saham AALI mengalami penurunan hingga di level harga 7.000-an. Sementara di tanggal 14 November 2022 saham AALI ditutup di harga 8.375. Jika dihitung secara kinerja dan valuasi, year to date dari saham AALI mengalami penurunan yaitu -11,84%. Kemudian dari sisi PBV menunjukkan di level 0,76x dengan PER rasio 10,2x. Per September 2022, kinerja saham AALI jika dilihat secara tahunan mengalami penurunan dengan pendapatan yang menurun sebesar -8,3% dan laba brutonya menurun -26,3%. Kemudian disisi laba bersih juga mengalami penurunan yaitu sebesar -17,2%

2. PT SAMPOERNA AGRO TBK (SGRO)
Pada tanggal 14 November 2022, harga saham SGRO di level perdagangan menunjukkan di angka 2.100. Jika dihitung secara kinerja, year to date dari saham SGRO ini mengalami kenaikan sebesar +7,8%. Secara PBV menunjukkan di angka 0,78x dengan PER rasio 3,7x. Kinerja saham SGRO di posisi September 2022 tidak mengalami banyak perubahan. Dimana disisi penjualan atau omsetnya naik sebesar +0,13%, laba bruto naik +28% dan untuk laba bersihnya mengalami kenaikan +58,2%.

3. TRIPUTRA AGRO PERSADA TBK (TAPG)
Pada tanggal 14 November 2022, saham TAPG di level perdagangan menunjukkan di harga 670 rupiah. Jika dihitung secara kinerja dan valuasi, year to date saham TAPG menunjukkan kenaikan sebesar +9,8%, kemudian secara valuasi di harga 670 saham TAPG menunjukkan PBV 1,4x dengan PER rasio 4,4x. Kinerja saham TAPG di posisi bulan September 2022 dari sisi penjualan mengalami kenaikan sebesar +51,5%, kemudian dari sisi laba bruto mengalami kenaikan diatas 100% yaitu sebesar +166% dan di sisi laba bersih naik +228%.

4. CISADANE SAWIT RAYA TBK (CSRA)
Pada tanggal 14 November 2022, saham CSRA di level perdagangan menunjukkan di harga 630 rupiah. Untuk pergerakkan saham CSRA ini menunjukkan year to date naik sebesar 26% dengan rasio PBV 1,3x dan PER rasio 3,8x. Kemudian untuk kinerja saham CSRA per September 2022, dimana disisi penjualan naik 17,1%, laba bruto naik 32,6 % dan laba bersihnya 38,6%.

5. DHARMA SATYA NUSANTARA TBK (DSNG)
Posisi tanggal 14 November 2022, saham DSNG ditutup di level 615 rupiah. Jika dihitung secara kenaikan harga sahamnya, saham DSNG ini mengalami kenaikan dengan year to date yang naik di angka 23%, kemudian secara valuasi PBV menyentuh di level 0,9x dan PER rasio 5,4x. Pada sisi kinerja periode per September 2022, saham DSNG ini menunjukkan kenaikan dengan penjualan naik sebesar 30,3%, laba bruto naik 63,8% dan laba bersihnya naik 115%.

Itulah kelima kinerja dari saham CPO, menurut kalian mana nih yang menarik? Dan mungkin di artikel selanjutnya bisa untuk kita bahas lebih detailnya. Nantikan update-an artikel berikutnya yaa…","23 Nov 22, 08:00"
69,"Yugen: Minim Sentimen Booster, BBCA Hingga AALI Masuk Menu Saham Pilihan
JAKARTA, https://bit.ly/2xtw1Yt - Yugen Bertumbuh Sekuritas menyebut IHSG masih minim setimen booster. Sehingga IHSG diperkirakan cenderung melemah terbatas pada perdagangan Rabu (23/11/2022). IHSG hari ini diperkirakan akan diperdagangkan pada rentang 6.921 – 7.152. BBCA hingga AALI masuk menu saham pilihan...","23 Nov 22, 06:10"
70,"Uji Biodiesel

Beberpa hari ini banyak berita tentang pemerintah segera melakukan Uji jalan B40. Kenapa ya kok uji coba biodiesel harus nyicil B10, 20, 30 dan ini mau 40. Apakah pemerintah tidak melakukan Uji laboratorium secara paralel dengan berbagai konsentrasi ya?saya search google B10 di tahun 2017, B20 di tahun 2018 dst.
Kenapa gak sekalian uji sampe B70/80 daripada nyicil 10% tiap tahun 😅

$LSIP $STAA $AALI $SGRO $TAPG","23 Nov 22, 00:13"
71,"RI Mau Terapkan BBM Campur Sawit 40%, Berapa Harganya?

Pemerintah bakal mulai menerapkan penggunaan Bahan Bakar Minyak (BBM) campur sawit 40% atau B40. Implementasi B40 bertujuan mengurangi beban impor BBM sehingga bisa menghemat kas negara.
Adapun implementasi B40 masih menunggu selesainya uji teknis pada Desember mendatang. Jika disalurkan ke masyarakat, lantas berapa kisaran harga B40?

Direktorat Bioenergi Ditjen EBTKE Kementerian ESDM, Edi Wibowo mengatakan, harga B40 akan sama dengan harga biosolar B30.

""Kalau harganya B40, untuk yang di SPBU untuk yang PSO (Public Service Obligation) seperti harga Biosolar,"" kata Edi kepada wartawn, Senin (21/11/2022).

Sebagai informasi, harga biosolar saat ini adalah Rp 6.800/liter. Saat ditanya apakah harga B40 akan dijual ke masyarakat dengan harga tersebut, Edi membenarkan.

Baca lanjutannya disini :","22 Nov 22, 21:27 · Edited on 22 Nov 22, 21:29"
72,"btw sekto AGRI skrg sdh gak ada ya?

$LSIP $AALI $TBLA $CSRA $DSNG

sektor apa ini jadinya?

🌴","22 Nov 22, 20:19"
73,"Harga CPO Rebound, Akhiri Pelemahan Empat Hari Berturut-turut

JAKARTA, https://cutt.ly/fMN8O5j - Harga kontrak Crude Palm Oil (CPO) di Bursa Malaysia Derivatives rebound pada perdagangan Senin (21/11/2022). Akhiri pelemahan harga CPO yang terjadi empat hari berturut-turut.

Berdasarkan data Bursa Malaysia Derivatives pada penutupan Senin (21/11/2022), kontrak berjangka CPO untuk pengiriman Desember 2022 naik 24 Ringgit Malaysia menjadi 3.815 Ringgit Malaysia per ton. Kontrak pengiriman Januari 2023 menguat 3 Ringgit Malaysia menjadi 3.831 Ringgit Malaysia per ton.



Baca selengkapnya di :","22 Nov 22, 13:22"
74,"Uni Eropa Kalahkah RI dalam Sengketa Larangan Ekspor Nikel di WTO.

Komentar:
Giliran CPO, mereka ban impor CPO karena katanya merusak lingkungan fafifu.
Giliran Nikel, kita ga mau ekspor bijih mentahnya, maunya diolah dulu, mereka mencak-mencak.

Kok nikel ga ada fafifu lingkungan juga?

Standar ganda.
CPO diban alesan lingkungan
Giliran nikel kaga, malah dicari-cari

Link berita:","22 Nov 22, 10:51"
75,B40 gimana kabarnya ya? tag $AALI $LSIP $STAA $TAPG dan emiten $CPO lainnya,"22 Nov 22, 09:25"
