,comments,date
22,"ia kan $ANJT pBV nya mencurigakan...
untung dah pindah ke $SMAR","8 Nov 22, 13:51"
23,"$SMAR $ANJT $SIMP $ TBLA

Yuk jualan mumpung bio diesel belum meriah, klo nanti bio diesel dah 50% lebih, harganya dah mahal jualnya jg susah.","8 Nov 22, 09:41"
24,"Forbidden 3F / F-F-F : Feed, Food, Fuel

saat ini terdeteksi pada :
1. biofuel , bahan pangan jadi sumber energi
2. 'blue' ammonia, bahan pupuk jadi pasangan energi hidrogen

jika dipaksakan menjadi komponen utama bahan pembangkit listrik, akan chaos

sedangkan untuk short term, tentunya emiten tsb akan pesta sebentar dengan lonjakan harga


random tag","7 Nov 22, 06:41"
25,$SMAR,"5 Nov 22, 15:54"
26,"@Stockbit cuman mau kasih info ini yg di Global lagi error.
$GOTO $ANTM $KKGI $SMAR $GZCO","3 Nov 22, 07:34"
27,"Sawitnya..Sawitnya..
inflasi tinggi, komoditas tinggi.
$BWPT $SIMP $AALI $GZCO $SMAR","3 Nov 22, 07:28"
28,"$SMAR keren... sesuai dugaan Q3 kinclong

saham pertama yg sy analisa sendiri sebisa nya

meskipun dulu udah jual bukan karena gak bagus tapi karena ngeliat ada peluang lain yg better

go go go","2 Nov 22, 18:43"
29,"kalo ane mending masuk ke CPO dulu mumpung harganya mulai bergejolak takut ketinggalan kereta
$SMAR","2 Nov 22, 14:25"
30,$SMAR ini saham udah naik 9% aja PBV nya masih <1. Belum terlalu mahal buat dikoleksi,"2 Nov 22, 13:15"
31,"harusnya kmrn pas turun tambah muatan,sampai dilupakan $SMAR","2 Nov 22, 12:00"
32,"$SMAR hit target 10% di Rp5200 🎯

Karena di @stockbit akun buat trading, bukan buat invest, jd saya lepas setelah sampe target sesuai plan. 🚀

Jual otomatis pake fitur auto order. 👍 Tiba2 prediction hit, saham dah kejual.

Menurut saya SMAR bagus buat dihold lama mengingat LK M9M2022 yg bagus. Apalagi kalo avg < 5000. Suhu tangan dijaga biar selalu dingin. 😂🔥

tag","2 Nov 22, 11:53"
33,"@ismaillonewolf gila,kalo dipikir2 saya rakus juga yaa di $ADRO gegara telat masuk di $SMAR yang keburu terbang melayang,yaudah saya sikat lah nih barang wkwkwk","1 Nov 22, 13:38"
34,"KINERJA EMITEN 9M22

$SMAR
PENDAPATAN Rp57,036.0 miliar (9M22) vs. Rp40,380.1 miliar (9M21)
LABA BERSIH* Rp3,586.2 miliar (9M22) vs. Rp1,794.5 miliar (9M21)

$SPMA
PENDAPATAN Rp2,358.0 miliar (9M22) vs. Rp1,924.9 miliar (9M21)
LABA BERSIH* Rp246.4 miliar (9M22) vs. Rp188.2 miliar (9M21)


PENDAPATAN Rp5,107.7 miliar (9M22) vs. Rp3,688.9 miliar (9M21)
LABA BERSIH* Rp1,552.3 miliar (9M22) vs. Rp1,027.9 miliar (9M21)


PENDAPATAN Rp526.0 miliar (9M22) vs. Rp289.4 miliar (9M21)
LABA BERSIH* Rp224.6 miliar (9M22) vs. Rp106.2 miliar (9M21)


PENDAPATAN Rp351.9 miliar (9M22) vs. Rp297.5 miliar (9M21)
LABA BERSIH* Rp31.7 miliar (9M22) vs. Rp31.8 miliar (9M21)

*Laba bersih yang diatribusikan kepada pemilik entitas induk
Sumber: Emiten,","1 Nov 22, 12:06"
35,"yang pegang $SMAR pasti mesem2

$PTBA $BUMI $TLKM","1 Nov 22, 09:18"
36,$SMAR,"1 Nov 22, 09:13"
37,$SMAR masa sih gak naek?,"1 Nov 22, 08:22"
38,"$SMAR
$BNLI
$INPC
$SPMA
$PRDA","1 Nov 22, 08:12"
39,"CARA MEMANFAATKAN MOMENTUM RILIS LAPKEU


Selamat malam manusia IHSG,

Ada beberapa cara yang bisa dilakukan untuk memanfaatkan momentum rilis LK yang begitu deras semingguan ini.

Metode ini dapat digunakan baik untuk daytrading maupun swing pendek.

Carannya cukup dengan screening melalui pertanyaan-pertanyaan ini:


1. Apakah LK dirilis setelah penutupan bursa (15.00 WIB)?

2. Apakah hasil LK bagus/sangat bagus (peningkatan Q2 ke Q3, peningkatan YoY, peningkatan revenue maupun laba)?

3. Apakah belum ada kenaikan harga di tanggal rilis LK?

4. Apakah belum ada tren kenaikan yang signifikan sebelum rilis LK?

5. Apakah ada historis dividen yang stabil?

Nah, apabila jawaban kelima pertanyaan di atas adalah ya, maka saya berani untuk haka emiten tersebut saat pembukaan market di hari berikutnya.

Contoh:

LK Q3 2022 dirilis di laman BEI hari ini (31/10) jam 17.13 WIB, dimana: EPS Q3 2022 naik lebih dari 100% dibanding EPS Q3 2021.

Di hari ini, emiten sawit grup Sinar Mas ini tidak bergerak kemana-mana, sideways saja. Dalam jangka waktu sebulan, tiga bulan, dan enam bulan terakhir, harga berada pada fase downtrend.

Apalagi SMAR konsisten membagi dividen sekitar 30% Dari laba setiap tahun.



Jadi, besok saya akan haka emiten ini.

Salam,

DYOR","31 Oct 22, 20:56 · Edited on 1 Nov 22, 06:13"
40,"$SMAR

EPS 2022 vs 2021
Q1 Rp 317 vs Rp 87
Q2 Rp 353 vs Rp 262
Q3 Rp 579 vs Rp 276

DPS 2021 Rp 295

go figure yourself.

🚀 🚀 🚀","31 Oct 22, 19:42"
41,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [SMAR],"31 Oct 22, 17:40"
42,Jatuh Tempo Obligasi / Sukuk Korporasi [SMAR],"28 Oct 22, 20:40"
43,$SMAR $SGRO $CEKA tapi sangat tidak liquid.,"28 Oct 22, 14:05"
44,"$AALI $LSIP $SMAR boleh ada yg share ngga untuk emiten mana yang porsi export nya terbesar? Ngga terbatas ke 3 nama ini, yg lain juga oke.","28 Oct 22, 10:50"
45,"Lupakan sejenak $PTBA dan kisah PLTU yg katanya usang itu. Mari beralih ke sawit. Hehe.
Lagi belajar analisa sawit sawitan, karena suka dengan prospek B40, B45, dan B indikator lainnya..

$LSIP $SMAR $AALI $CSRA","18 Oct 22, 20:59"
46,"Cermati

$SMAR
$SMKL
$SPMA","16 Oct 22, 02:42"
47,"$AALI Ada Apa dengan Sawit? 🌴🌴🌴

maret 2023 panen-nya

$LSIP $SIMP $TBLA $SMAR","13 Oct 22, 19:56"
48,"@sfwb
Komisi Pengawas Persaingan Usaha (KPPU) akan menggelar Sidang Majelis Pemeriksaan Pendahuluan atas kasus kartel dalam penjualan minyak goreng kemasan. Perkara dengan nomor 15/KPPU-I/2022 tentang dugaan pelanggaran pasal 5 (penetapan harga) dan Pasal 19 huruf c (pembatasan peredaran/penjualan barang) Undang- Undang Nomor 5 Tahun 1999.
Sidang diselenggarkan pada Senin pagi 17 Oktober 2022 di Kantor Pusat KPPU Jakarta. Terdapat 27 Terlapor dalam perkara tersebut

Berikut daftar 27 terlapor yang akan menjalani sidang:
1. PT Asianagro Agungjaya sebagai Terlapor I
2. PT Batara Elok Semesta Terpadu sebagai Terlapor II
3. PT Berlian Ekasakti Tangguh sebagai Terlapor III
4. PT Bina Karya Prima sebagai Terlapor IV
5. PT Incasi Raya sebagai Terlapor V
6. PT Selago Makmur Plantation sebagai Terlapor VI
7. PT Agro Makmur Raya sebagai Terlapor VII
8. PT Indokarya Internusa sebagai Terlapor VIII
9. PT Intibenua Perkasatama sebagai Terlapor IX
10. PT Megasurya Mas sebagai Terlapor X
11. PT Mikie Oleo Nabati Industri sebagai Terlapor XI
12. PT Musim Mas sebagai Terlapor XII
13. PT Sukajadi Sawit Mekar sebagai Terlapor XIII
14. PT Pacific Medan Industri sebagai Terlapor XIV
15. PT Permata Hijau Palm Oleo sebagai Terlapor XV
16. PT Permata Hijau Sawit sebagai Terlapor XVI
17. PT Primus Sanus Cooking Oil Industrial sebagai Terlapor XVII
18. PT Salim Ivomas Pratama, Tbk sebagai Terlapor XVIII
19. PT Sinar Mas Agro Resources and Technology Tbk (PT Smart Tbk) sebagai Terlapor XIX
20. PT Budi Nabati Perkasa sebagai Terlapor XX
21. PT Tunas Baru Lampung, Tbk sebagai Terlapor XXI
22. PT Multi Nabati Sulawesi sebagai Terlapor XXII
23. PT Multimas Nabati Asahan sebagai Terlapor XXIII
24. PT Sinar Alam Permai sebagai Terlapor XXIV
25. PT Wilmar Cahaya Indonesia, Tbk sebagai Terlapor XXV
26. PT Wilmar Nabati Indonesia sebagai Terlapor XXVI
27. PT Karyaindah Alam Sejahtera sebagai Terlapor XXVII
Tag: Perusahaan2 terkait kasus hukum tsb :, , , dan","12 Oct 22, 22:33"
49,Perubahan Alamat/Nomor Telepon/Fax/E-Mail/Website/NPWP/NPKP [SMAR],"11 Oct 22, 17:30"
50,"Belajar Analisa Paling Simpel, Studi Kasus $LSIP

Jika membeli $LSIP diharga sekarang, artinya :

- Kita beli dimarket cap = 7,44T
- Hutang berbunga = 0
- Kas Setara Kas = 3,6T (48% dari market cap)
- Penjualan = 2T (26% dari market cap)
- Laba bersih = 540B (7% dari market cap)

Ditambah dengan fakta bahwa :
- Harga saham sekarang = harga tahun 2015
- Padahal tahun 2015 aset cuma 8,8T (bandingkan dengan sekarang aset yg sudah 12,5T)
- Padahal laba bersih tahun 2015 FY cuma 620B (bandingkan dengan laba 1H22 yg sudah 540B)
- Harga CPO tahun 2016 kisaran 2500 - 2700 (bandingkan dengan harga CPO sekarang dikisaran 3400 - 3700)
- Harga rata-rata penjualan CPO tahun 2015 cuma kisaran 8jt/ton (bandingkan dengan tahun ini dikisaran 17jt/ton)

Takut apa buddy??
Harga CPO dunia turun terus ya? Emangnya pengganti minyak goreng kelapa sawit udah ada yg sebanding? Hehe.","11 Oct 22, 10:51"
51,Laporan Bulanan Registrasi Pemegang Efek [SMAR],"7 Oct 22, 17:10"
52,"PT Sinar Mas Agro Resources and Technology Tbk (SMAR) Siapkan Rp477 Miliar Melunasi Utang Pokok Obligasi
PT Sinar Mas Agro Resources and Technology Tbk (SMAR) menyatakan telah menyiapkan dana Rp477 miliar untuk melunasi utang pokok obligasi.Wakil Direktur Utama SMAR, Jimmy Pramono, mengatakan obligasi berkelanjutan III SMART Tahap II Tahun 2021 Seri A yang akan dibayar oleh perusahaan ini akan jatuh te...","7 Oct 22, 08:11"
53,"Sinar Mas Agro (SMAR) Siapkan Rp477 Miliar Untuk Lunasi Obligasi Jatuh Tempo
EmitenNews.com—PT Sinar Mas Agro Resources and Technology Tbk (SMAR) menyatakan telah menyiapkan dana Rp477 miliar untuk melunasi utang pokok obligasi.

Wakil Direktur Utama SMAR, Jimmy Pramono, mengatakan obligasi berkelanjutan III SMART Tahap II Tahun 2021 Seri A yang akan dibayar oleh perusahaa...","7 Oct 22, 07:11"
54,@kalel $SSMS dan $SMAR yang dominan ekspor..kalau $TAPG lebih banyak di lokal,"7 Oct 22, 00:08 · Edited on 7 Oct 22, 00:12"
55,"$TAPG perusahaan sawit terbaik di indonesia? mari kita bandingkan dengan perusahaan sawit terbesar di indonesia yaitu $SMAR lapkeu sampai dengan Q2 revenue SMAR = 36 T dan net profit= 1,9 T sedangkan TAPG revenue= 4,6 T dan net profit= 1,7 T dari segi revenue perbedaannya hampir 8x lipat tapi kenapa net profit TAPG hampir sama dengan SMAR? jawabannya adalah margin keuntungan TAPG lebih besar daripada SMAR perbedaannya NPM SMAR 5,3% sedangkan TAPG 38% di saat harga cpo yang jatuh saat ini perusahaan dengan NPM tertinggilah pemenangnya karena kemampuannya menghasilkan laba akan jauh lebih baik di banding dengan perusahaan dengan NPM kecil...mari kita buktikan saat keluar laporan Q3 dan Q4 apakah laba TAPG akan mengalahkan laba SMAR...beberapa emiten sawit dengan NPM tinggi antara lain NPM 34% NPM 30% dan NPM 20%","6 Oct 22, 21:45"
56,Laporan Informasi atau Fakta Material Kesiapan Dana untuk Pelunasan Pokok Obligasi Berkelanjutan III SMART Tahap II Tahun 2021 Seri A [SMAR],"6 Oct 22, 16:50"
57,$SMAR error kali ya sepi amat,"6 Oct 22, 15:06"
58,"$SMAR fundamental bagus sih mnurut saya
Tpi kenapa diem” aja yaa
Apa harus nunggu sentimen good news","4 Oct 22, 14:31"
59,"LEAD

TA cukup bagus, tertahan MA10
entry 88 - 93
SL 83

disc.on

$LEAD $SMAR $CTRA $MLPT","3 Oct 22, 22:15"
60,$SMAR ngapa sepi peminat yak?,"3 Oct 22, 09:36"
61,$ANJT $SMAR $AALI $INTP gmna pak?,"30 Sep 22, 21:36"
62,"Simak Strategi Emiten Grup Sinarmas (SMAR) Hadapi Koreksi Harga CPO
Emiten perkebunan Grup Sinarmas, PT Sinar Mas Agro Resources & Technology Tbk. (SMAR) terus memantau tren perkembangan harga CPO dan tetap fokus dalam penjualan produk dengan nilai tambah untuk menjaga kinerjanya.Pinta S. Chandra, Investor Relations SMAR memaparkan, kinerja perusahaan bergantung pa...","28 Sep 22, 21:25"
