,comments,date
30,"🕷️ Laba $CMRY & $ULTJ di Kuartal 3 Tahun 2022

Laba bersih produsen yogurt dan susu Cimory tumbuh +23,4% YoY menjadi 297 miliar rupiah pada 3Q22. Penjualan tumbuh +44,7%, tetapi beban pokok penjualan naik lebih tinggi (+68,6%) sehingga GPM turun menjadi 40,9% (3Q21: 49,3%).

Secara kumulatif selama 9M22, laba bersih Cimory tumbuh +45,1% YoY menjadi 879 miliar rupiah. Penjualan tumbuh +75,9% menjadi 4,76 triliun rupiah, didorong produk olahan susu (+51%) dan makanan konsumsi (+125%).

Namun, beban pokok penjualan naik lebih tinggi (+96,4%), terutama akibat kenaikan beban bahan baku dan kemasan (+113%). Hal ini mendorong laba kotor tumbuh +54,1%, tetapi GPM turun menjadi 42,5% (9M21: 48,5%).

Pendapatan 9M22 CMRY telah mencapai 73,4% dari estimasi pendapatan FY22 menurut konsensus analis sebesar 6,5 triliun rupiah, sedangkan laba bersih telah mencapai 76,2% dari estimasi sebesar 1,15 triliun rupiah.

: Laba bersih produsen susu Ultra Milk dan Teh Kotak turun -9,4% YoY menjadi 227 miliar rupiah pada 3Q22. Meskipun penjualan tumbuh +14,8%, kenaikan lebih tinggi pada beban pokok penjualan (+24,3%) menggerus laba kotor (-3% YoY). Selain itu, total beban usaha naik +37,2%.

Secara kumulatif hingga 9M22, laba bersih Ultrajaya turun -8,3% YoY menjadi 835 miliar rupiah. Penjualan tumbuh +18,5% menjadi 5,7 triliun rupiah. Namun, beban pokok penjualan meningkat lebih tinggi (+23,4%), terutama akibat kenaikan beban bahan baku (+30,6%). Hal ini mendorong laba kotor tumbuh lebih moderat (+9,5%) dan GPM turun menjadi 32,7% (9M21: 35,4%). Selain itu, total beban usaha naik +28,6%.","13 Dec 22, 09:00 · Edited on 13 Dec 22, 09:49"
31,$ULTJ TO THE MOON,"12 Dec 22, 16:51"
32,$ULTJ dobel bottomkah....??????,"12 Dec 22, 16:13"
33,"SHARING CARA SAYA BACA LK

Kali ini saya hanya berbagi pengalaman screening LK dan semoga membantu bagi pemula

Pertama, inti laporan keuangan terdiri dari

1. Balance Sheet - Asset, Liability, Equity (B/S)
2. P/L Statement
3. Statement of Change in Equity
4. Cash Flow Statement (CFS)

Selain itu juga terdapat hal hal lain seperti pernyataan direktur dan auditor (jika diaudit atau limited liability review) dan beberapa catatan

Dan yang tak kalah penting, perhatikan juga BIDANG USAHAnya agar lebih dapat memahami story dari laporan keuangan tersebut

Apa yang saya lihat dari:

B/S:

- Jika nilai ekuitas konsisten (-), saya langsung cari perusahaan lain.

- Apakah masuk kategori Asset Play?
(Qualified Asset - Total Liabilities>Mark Cap)

- Dari total assetnya, komponen apa yang memberi sumbangan terbesar?

- Nilai kas setara kas apakah melebihi mark cap? Atau melebihi total liablities?

- Dan patut perhatikan juga, asal kas yang akan saya bahas di CFS

- DER untuk perusahaan lumrahnya dibawah 1, tapi jika nilainya diatas 1, perlu dilihat apa yang menjadi sumbangsih dari total hutang tersebut

- Nilai saldo laba ditahan, jika sudah positif berarti siap membagi dividen sesuai keputusan RUPS

- Nilai piutang dan bahan baku, lebih baik jika nilainya tidak terlalu tinggi

P/L

Komponen ini memerlukan waktu extra karena perlu membaca catatan kaki untuk memahami secara holistik

- %GPM %OPM, bagi saya lebih baik cari yang nilainya konsisten atau lbih baik lagi meningkat. Biasanya nilai dua rasio yang meningkat dialami perusahaan yang menjual bahan/jasa terkait komoditas.

Tapi jika perusahaan FMCG, sbaiknya % tsb konsisten. Jadi tidak masalah beban operasional naik asalkan dimimbangi dengan naikknya pendapatan

- Revenue dan Opex selalu saya cek di catatan apa yang menjadi kontribusinya. Contoh hal baik yang saya temui naiknya biaya promosi diikuti dengan revenue growth

- Naikknya Revenue tapi profit turun lumrah terjadi saat inflasi, terlebih pada perusahaan FMCG yang mengandalkan bahan komoditas sbg bahan baku. Kenapa? Karena untuk memenuhi kebutuhan pasar, produksi, yang memerlukan bahan baku tsb, harus tetap jalan

- Pastikan profit growth berasal dari kegiatan operasional atau setidaknya investasi, bukan dari hal-hal lain di luar keduanya

- Net loss, saya make sure dulu apa terjadi sumber masalah non operasional (misal selisih kurs, jual rugi aset tetap) atau non cash flow (depresiasi dan amortisasi)?
Jika ya, berarti perusahaan tidak bisa dikatakan ""sakit""

Statememt of Change in Equity biasa saya lewati

CFS

Ingat
Cash from Operating Activites (CFO) + Cash from Investing Activities (CFI) + Cash from Financing Activities (CFF) = Cash and Cash Equivalent

- Dari sini kita bisa lihat apakah sumber kas benar benar dari usaha atau bukan

- FCF = CFO - Capex , Capex umumnya di dalam CFI tercatat sbg pembelian aset tetap

————————

Bagaimana dengan isi porto saya?

Sejauh ini emiten di porto dengan LK terbaik adalah , dimana kas > total hutang dan Profit Growth > Revenue Growth.

selebihnya tentang ADES pernah saya ulas di link ini



Tak pelak FMCG seperti turut terdampak pada merosotnya profit akibat naikknya harga bahan pokok dan biaya logistik, sekalipun mengalami revenue growth.

pada harga saat ini tergolong dalam kategori Asset Play

Batubara tetap mencatatkan kinerja positif skalipun masih terbebani amortisasi Kideco, dikarenakan naikknya harga coal.

Disclaimer:
Saya HANYA menyebutkan contoh emiten di porto karena sudah melalui penelitian pribadi. Terbuka jika kalian memiliki info untuk emiten lain yang berkriteria (bernasib) sama","11 Dec 22, 23:51"
34,"Sedikit kutipan dari IG pak Joeliardisunendar sebagai pengingat kita semua, akan pentingnya komposisi portofolio dengan timefrime investasi yg kita jalankan.

Semoga kita semua, mencapai goal investasi kita kelak.

Tag : $IHSG $BBCA $SIDO $ARNA $ULTJ","11 Dec 22, 12:48"
35,"Harga Kontainer Back To Normal

Indeks kontainer Shanghai mulai menunjukkan bahwa biaya pengiriman kontainer mulai mendekati level normal.

Di 6 Juli 2022 yang lalu saya sempat bertanya-tanya kapan siklus kontainer ini akan kembali normal ke kisaran harga 2000-3000 dollar/TEU. Mahalnya kontainer menyiksa banyak orang.
https://cutt.ly/u0oEjj2

Ternyata beberapa bulan kemudian, malah sudah turun <1500 dollar/TEU.

Pantas saja Maersk enggan menambah armada baru ketika puncak harga kontainer kemarin. Itu karena manajemen merasa bahwa siklus kontainer mahal ini tidak akan bertahan lama.


Yang diuntungkan dari penurunan harga kontainer adalah perusahaan manufaktur dan konsumer seperti .

Turunnya harga kontainer bisa menurunkan beban pengiriman dan logistik mereka. Bisa cek di LK mereka berapa biaya pengiriman di tiap kuartal.



Disclaimer:","11 Dec 22, 05:24"
36,"Investing according to Benjamin Graham

1. Analyze the company, and soundess of its underlying business, before buy the stock

2. Protect yourself against serious losses

3. Aspire to adequate

......................

3 point di atas adalah pusat dari commentary menarik Jason Zweig (Kolumnis WSJ) untuk Chapter 1 dari Intelligent Investor, membahas hasil dari keblunderan pada fund manager hingga public figure (Barbra Streisand)


Barbra Streisand - Woman in Love (Audio) / barbrastreisandVEVO


Tag my fav","10 Dec 22, 21:12 · Edited on 11 Dec 22, 05:38"
37,"$BEST bagi deviden , wowwww murah bangettt

$GOTO $ULTJ $ADRO $BOSS","10 Dec 22, 16:05"
38,Cult itu apa wak? Apakah C $ULTJ ?,"10 Dec 22, 11:11"
39,"Saham Naik Dibarengi Berita Positif, Hindari Optimisme Berlebih!

Acapkali saat harga saham naik, seringkali dibarengi dengan berita-berita yang mendukung alasan kenaikan harganya. Terkadang berita-berita ini sudah dimunculkan saat harga saham tersebut bergerak sideways dan akan semakin gencar saat harga saham mengalami kenaikan.

Berita/katalis dimaksud antara lain:
1. Pemberitaan di media mengenai prospek emiten saham tersebut.
2. Pemberitaan mengenai prospek pada sektor usaha emiten ataupun adanya inisiatif Pemerintah untuk menyokong sektor tersebut.
3. Kemunculan berita-berita lama bernada positif.
4. Munculnya rekomendasi beli dari sekuritas ataupun analis yang disertai target harga jual dengan upside kenaikan yang fantastis.

Dua yang terakhir ini yang menandakan saham tersebut masuk ke fase hype dan ini biasanya terjadi saat harga saham emiten telah mengalami kenaikan yang lumayan:
5. Adanya free class/outlook rekomendasi emiten tersebut dari analis/investor ternama/dipercaya.
6. Kemunculan technical traders pada saham tersebut dengan target swing tinggi.

Bukan berarti semua rekomendasi ataupun free class bermaksud untuk menggoreng saham, akan tetapi bukankah terlalu mencurigakan saat hal ini muncul saat harga saham tersebut sudah naik. Kemana rekomendasi tersebut saat harga saham masih stagnan dan sideways.

Oleh karena itu, selalulah berpikir skeptis dan menilai opini dari sumber lain secara objectif berdasarkan fakta-fakta yang ada untuk mengkonfirmasi kelogisannya.

Hal-hal yang perlu diingat:
1. Harus ada pihak-pihak yang menjadi tukang cuci piring di bursa, mereka yang membeli dengan harga lebih tinggi.
2. Masuklah saat kondisi saham tersebut masih sepi dan sideways serta cukup murah bila dibandingkan dengan prospek fundamentalnya.
3. Pemberitaan media dapat saja dilakukan berdasarkan pesanan.
4. Free Class/Outlook/Rekomendasi bisa menyasar anda untuk menjadi tukang cuci piring dari mereka yang telah membeli banyak di harga bawah.

Butuh volume dan frekuensi transaksi yang besar agar keuntungan dari Big Player dapat optimal, dimana mereka dapat menjual seluruh muatan yang diakumulasi di harga bawah dengan harga tinggi.

Selalu waspada di Bursa, Percaya pada diri sendiri dan analisa anda. Hindari sesuatu yang over hype. Ingat anda bertaruh dengan uang yang anda peroleh dengan tidak mudah.

Bagaimana cara mengatasi hal ini, yaitu berfokuslah pada saham dengan kinerja bisnis emiten yang baik. Pada akhirnya harga saham akan mengikuti Kinerjanya.

Jangan sampai anda menjadi tukang cuci piring bandar.","10 Dec 22, 10:47"
40,"ini mah sama aja kamu kayak ngelihat PBV saja dalam analisa bank..
Tapi, kamu ga lihat rasio lain yg siap menerkam mu..
dalam review proposal kredit BPR pun, ini sama aja kayak asal liat rating di infobank, oohh setuju setuju aja. padahal fundamentalnya ga diperiksa.


duh, jadi ingat kerjaan saya...... ini padahal weekend loh.

$BBCA $GOTO $BBRI $ELSA $ULTJ","10 Dec 22, 08:48"
41,"$CMRY Senin pekan depan mulai grand opening, gaes

$ULTJ $CLEO $INDF","9 Dec 22, 23:57"
42,"Betul sekarang pada ngumpet yg bully resesi. Banyak yg nyangkut pucuk jadinya
$GOTO
$ADRO
$ITMG
$ULTJ
$SMDR","9 Dec 22, 16:02"
43,@dwisomantana jauh lebih mungkin Onta masuk ke lubang jarum daripada $ULTJ ARA,"9 Dec 22, 13:09"
44,"@bamzat setidak mungkinnya jalan anda menjadi kaya, masih lebih mungkin daripada mengharapkan $ULTJ ARA dalam sehari

-sabano-","9 Dec 22, 13:00"
45,"Disclaimer nya kakek Terry Smith yg paling keren :

""Jika anda percaya analisa saya, dan membeli saham saya, maka itu adalah masalah anda""

$AMRT $SMDR $LSIP $PRDA $ULTJ","9 Dec 22, 10:29"
46,"Kalo pakai standar akuntansi terbaru ala New Funda mental @KayaMendadak , bulan November $ULTJ rugi besar mencapai 1 Triliun

Karena menurut New Fundamental bayar utang mengurangi laba bersih.

ke 550 COMFORM","8 Dec 22, 18:08"
47,Tag $ULTJ $LTLS $SMDR $BSSR $SIMP,"8 Dec 22, 17:14"
48,@Deropu kalo susunya $ULTJ malah boncos om,"8 Dec 22, 14:43"
49,"POLL
$ULTJ Apestor kemarin beli lewat NG Market ratusan miliar buat apa?","8 Dec 22, 14:41"
50,@MiskinMendadak00 sesama nyangkuter $ULTJ tidak akan saling menyerang 🤣🤣🤣,"8 Dec 22, 08:35"
51,"$BEST

random tag:
$GOTO $ULTJ $BBRI $BUMI","8 Dec 22, 07:50"
52,@skydrugz27 kalo ada nego besar di $ULTJ pertanda apakah ini? 🤔🤔,"8 Dec 22, 05:37"
53,"Transaksi $IHSG 7 Desember 2022

IHSG anjlok disertai dengan big volume. Volume IHSG di 7 Desember 2022 mencapai 25,2 miliar lembar dan nilai transaksi 16 Triliun.

Nego besar di 7 Desember 2022 antara lain $NOBU dan $ULTJ

Valuasi IHSG sudah undervalued karena PER IHSG 12,26
Market capital 9330 Triliun Rupiah setara dengan 597 milyar dollar.


Disclaimer:","8 Dec 22, 05:32"
54,"Selamat datang apestor baru 1/2 Triliyun. Marilah nyangkut bersamaku...

$ULTJ $CMRY $DMND","7 Dec 22, 22:18"
55,@Agus6777 makanya beli saham yang funda mental jelas kayak $ULTJ dong biar merah $IHSG tetap hijau,"7 Dec 22, 15:03 · Edited on 7 Dec 22, 15:04"
56,"$ULTJ harusnya CCC 15 hari saja, 69 hari terlalu tinggi. kayak $CMRY dan PT GDA DjarumnGroup akan segera 3 hari saja","7 Dec 22, 14:51"
57,@maxlong setuju. btw Iman di $ULTJ makin menebal ato udah terkikis nih om Max? 😎,"7 Dec 22, 14:44"
58,"menurut saya mas, ULTJ ini distribusinya ke gerai gerai kecil modern maupun tradisional, bahkan ke pelosok desa. tidak ada titik tertentu bahkan ada ratusan ribu warung. produk yang dihasilkan juga puluhan ribu kotak susu . puluha ribu kotak susu $ULTJ itu bisa menghasilkan uang hampir 8T kalau di TTM kan. jualan susu menghasilkan hampir 8T.
memngolah susu menjadi susu kemasan dengan puluhan ribu kotak susu - didistribusi ke ratusan ribu titik di seluruh indonesia - ccc 69 hari.

CCC perusahaan tertentu tidak bisa dibandingkan jika tidak sesuai.

mungkin CCC Arna bisa dibandingkan dengan AMFG meskipun produknya beda. tapi cara pengolahannya hampir sama.

mohon koreksi kalau salah.","7 Dec 22, 14:18"
59,"$ULTJ emang overhype IHSG turun kok malah naek sendiri

$INDF $ICBP $MYOR $CMRY","7 Dec 22, 09:29"
60,"Yaiyalaah, $ARNA CCC rendah karena jualan kebanyakan ke pihak berelasi, udah dijamin ada yg nampung barangnya haha. Sama kayak $CLEO, penjulan 80% lebih ke pihak berelasi.

Sedangkan $ULTJ yg current CCC nya 67an, itu jualan produknya semuanya ke pihak ketiga boss, clear dari transfer pricing 😁","6 Dec 22, 16:11 · Edited on 6 Dec 22, 23:10"
61,"Halo stocbitor yang terus belajar investasi. Kali ini mau sedikit share terkait rasio yang penting dalam melihat baiknya suatu bisnis.

Sebelum masuk ke rasio, kita belajar sedikit terkait logic bisnisnya.
Pernah dengar istilah profit is opinion dan cash is king?
Istilah ini berlaku banget buat bisnis karena bisnis make profit itu memang bagus tapi buat apa kalau ga punya cash

Oleh karena itu saat kita analisis perusahaan penting sekali selain lihat net profit dan cash flow from operating, penting juga untuk melihat cash sonvertion cyclenya.
Buat apa sih melihat cash convertion cycle?
Rasio ini melihat seberapa baik perusahaan menjual produk yang tersimpan, menagih piutang dan membayar hutang kepada pemasok.
Semakin cepat cash convertion cycle maka semakin baik, hal ini menandakan perusahaan efisien dan efektif mengubah hasil produksi menjadi kas perusahaan/

Rumusnya seperti ini:
CCC = DIO + DSO - DPO

penjelasan:
Days of Inventory Outstanding atau DIO adalah jumlah hari dan rata-rata yang dibutuhkan perusahaan dalam mengubah inventory menjadi penjualan.
Days sales outstanding atau DSO adalah jumlah hari dan rata-rata yang diperlukan perusahaan untuk menagih piutang.
Days payables outstanding atau DPO adalah jumlah hari dan rata-rata perusahaan untuk membayar hutang kepada supplier.

kalau mau cepat bisa cek ke keystat atau fundachart bagian cash convertion cycle (CCC).
CCC yang semakin cepat menandakan perusahaan semakin efisien dan efektif mengubah seluruh produknya menjadi cash.

Nah ini mungkin spill sedikit mengenai adanya emiten yang produknya yang bukan fast moving customer goods (fmcg) alias barang konsumsi cepat habis.
Tetapi secara rasio cash convertion cycle gak kalah sama emiten consumers.

Coba silahkan cek ARNA (Arwana Citra Mulia)
Produknya adalah keramik rumahan. Sebagaimana kita tahu keramik tidaklah barang yang cepat habis seperti makanan.
Saya sendiri sudah berapa tahun ini gak gonta ganti keramik karena memang tidak rusak.
Akan tetapi kalau lihat rasio cash convertion cyclenya (annual) ini menarik karena berada di angka 59.31
Ini berarti kemampuan ARNA mengolah seluruh produknya menjadi cash dibutuhkan waktu sekitar 59 hari. Padahal produknya adalah keramik yang notabene barang yang sangat awet.
Coba bayanginkan keramik barang konsumsi yang awet tetapi seluruh produk yang diproduksi selalu terserap pasar dan seluruhnya dapat menjadi cash hanya dalam 59 hari saja.

Kemudian coba kita bandingkan dengan barang konsumsi fast moving yaitu ULTJ.
Saya menyukai produk susu UHT 1 liter dan biasanya habis dalam 1 minggu.
Saat melihat cash convertion cycle (annual) ternyata ULTJ masih kalah dengan ARNA yaitu di angka 69 hari.
Luar biasanya manajemen dan produk ARNA yang bisa membuat barang yang awet tapi mampu terserap pasar dengan cepat bahkan lebih unggul dari perusahaan fmcg sekalipun.

Tulisan ini bukan mengajak untuk membeli suatu emiten dan hanyalah sharing belaka. Silahkan DYOR yaa..

Random tag:","6 Dec 22, 15:03"
62,"Restrukturisasi portofolio gila-gilaan gara” ada diskon supersale 🥳

$HMSP $PRDA $LSIP $ULTJ","6 Dec 22, 14:18"
63,"$IDX30 ternyata keputusan saya tepat menjual seluruh reksadana indeks saya di bibit di bulan agustus, sementara saya lebih pilih fokus ke saham corestock pribadi $BBRI $BMRI $ULTJ karna hari ini pasti terjadi, saham sampah $GOTO ARB ber silid” 😆 Beban IDX30","6 Dec 22, 09:27 · Edited on 6 Dec 22, 09:33"
64,@Igfkgighf aowkwowkowk $ULTJ,"6 Dec 22, 07:36"
65,Awowkwowk beli kok $ULTJ 🤣,"6 Dec 22, 07:36"
66,tunjukkan lagi lord porto $ULTJ nya @bamzat,"6 Dec 22, 07:30"
67,"ayo lanjutkan ributnya biar stockbit rame @bamzat vs @Igfkgighf
segini doang holder $BOSS vs holder $ULTJ","6 Dec 22, 07:10"
68,"apakah keributan ini tertunda krn udah malam ato mau dilanjutkan pagi ini biar lebih segar dgn pikiran yg lebih tajam terpercaya?? 🤭🤭🤭

$BOSS $ITMG $BSSR $ULTJ","6 Dec 22, 06:52"
69,"suruh SS kyk holder $BOSS kalau di berani.🤣

ngoceh $ULTJ kemana mana
tp cman seperak doang🤣","5 Dec 22, 21:13"
70,"holder $BOSS tol*l semua.
ocehannya bamzat sama si doraemonzzz didenger.

coba cek porto $ULTJ nya.
berpa coba? cuman 25jta doang.
gede bacot si bamzat mah🤣


$ITMG $BSSR","5 Dec 22, 20:53"
71,@dwisomantana mau lamaran kerja gan buat meras susu $ULTJ gan? https://cutt.ly/s1V5WEb,"5 Dec 22, 20:19"
72,Rencana Penyelenggaraan Public Expose - Tahunan [ULTJ],"5 Dec 22, 10:40"
73,"Any topic idea? teman2 bisa tuangkan ide topik yang mungkin teman2 pengen saya cover, all topics will be considered.

Bagi yang sudah tuangkan ide topiknya, saya bakal balas satu2 nanti, terima kasih

Random
$ASII $WINS $PWON $ULTJ $TPMA","3 Dec 22, 17:45"
74,"$ULTJ jelas , Wonderful Kompeni","2 Dec 22, 19:19"
75,"tapi memang sentimen krn mereka ada invest kan? di goto @grazzung

$GOTO $ULTJ $ADES $ASII $FREN","2 Dec 22, 17:11"
